Time,LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,4.218625E+03,3.974172E+03,1.489023E-01,3.280566E-01
00:30:00,4.250620E+03,3.839569E+03,1.500316E-01,3.169454E-01
00:45:00,4.281315E+03,3.712086E+03,1.511149E-01,3.064218E-01
01:00:00,4.311126E+03,3.591078E+03,1.521670E-01,2.964329E-01
01:15:00,4.329619E+03,3.488276E+03,1.528196E-01,2.879467E-01
01:30:00,4.345018E+03,3.394543E+03,1.533631E-01,2.802093E-01
01:45:00,4.358522E+03,3.308486E+03,1.538397E-01,2.731054E-01
02:00:00,4.370572E+03,3.229414E+03,1.542650E-01,2.665782E-01
02:15:00,4.379180E+03,3.158004E+03,1.545688E-01,2.606835E-01
02:30:00,4.386429E+03,3.091765E+03,1.548246E-01,2.552156E-01
02:45:00,4.392668E+03,3.030166E+03,1.550448E-01,2.501308E-01
03:00:00,4.398126E+03,2.972848E+03,1.552374E-01,2.453994E-01
03:15:00,4.402725E+03,2.918620E+03,1.553997E-01,2.409230E-01
03:30:00,4.406842E+03,2.867013E+03,1.555451E-01,2.366630E-01
03:45:00,4.410583E+03,2.817771E+03,1.556771E-01,2.325982E-01
04:00:00,4.414001E+03,2.770693E+03,1.557977E-01,2.287121E-01
04:15:00,4.410686E+03,2.733437E+03,1.556807E-01,2.256367E-01
04:30:00,4.405167E+03,2.701065E+03,1.554859E-01,2.229645E-01
04:45:00,4.398210E+03,2.672691E+03,1.552404E-01,2.206223E-01
05:00:00,4.390116E+03,2.647937E+03,1.549547E-01,2.185790E-01
05:15:00,4.372020E+03,2.638831E+03,1.543160E-01,2.178273E-01
05:30:00,4.351033E+03,2.638198E+03,1.535754E-01,2.177750E-01
05:45:00,4.328145E+03,2.645480E+03,1.527676E-01,2.183762E-01
06:00:00,4.303795E+03,2.695383E+03,1.519082E-01,2.224955E-01
06:15:00,4.282178E+03,2.827080E+03,1.511453E-01,2.333667E-01
06:30:00,4.261690E+03,3.060101E+03,1.504222E-01,2.526020E-01
06:45:00,4.241740E+03,3.389847E+03,1.497181E-01,2.798219E-01
07:00:00,4.222162E+03,3.759489E+03,1.490272E-01,3.103353E-01
07:15:00,4.215599E+03,4.118404E+03,1.487956E-01,3.399634E-01
07:30:00,4.211075E+03,4.454825E+03,1.486360E-01,3.677346E-01
07:45:00,4.207825E+03,4.765674E+03,1.485213E-01,3.933949E-01
08:00:00,4.205530E+03,5.067980E+03,1.484403E-01,4.183497E-01
08:15:00,4.242449E+03,5.313842E+03,1.497434E-01,4.386452E-01
08:30:00,4.284125E+03,5.533128E+03,1.512143E-01,4.567465E-01
08:45:00,4.328826E+03,5.733673E+03,1.527918E-01,4.733007E-01
09:00:00,4.375898E+03,5.920718E+03,1.544529E-01,4.887405E-01
09:15:00,4.399109E+03,6.118041E+03,1.552717E-01,5.050284E-01
09:30:00,4.421137E+03,6.303868E+03,1.560489E-01,5.203675E-01
09:45:00,4.442709E+03,6.480013E+03,1.568100E-01,5.349073E-01
10:00:00,4.463881E+03,6.645976E+03,1.575570E-01,5.486065E-01
10:15:00,4.470254E+03,6.801181E+03,1.577817E-01,5.614177E-01
10:30:00,4.475023E+03,6.944538E+03,1.579499E-01,5.732511E-01
10:45:00,4.478696E+03,7.075749E+03,1.580794E-01,5.840816E-01
11:00:00,4.481605E+03,7.176179E+03,1.581820E-01,5.923715E-01
11:15:00,4.483491E+03,7.265026E+03,1.582486E-01,5.997051E-01
11:30:00,4.484972E+03,7.315797E+03,1.583008E-01,6.038955E-01
11:45:00,4.486229E+03,7.346571E+03,1.583452E-01,6.064354E-01
12:00:00,4.487317E+03,7.383487E+03,1.583836E-01,6.094823E-01
12:15:00,4.488162E+03,7.422716E+03,1.584134E-01,6.127197E-01
12:30:00,4.488991E+03,7.486662E+03,1.584427E-01,6.179974E-01
12:45:00,4.489795E+03,7.565833E+03,1.584711E-01,6.245317E-01
13:00:00,4.490572E+03,7.658491E+03,1.584985E-01,6.321786E-01
13:15:00,4.491730E+03,7.763546E+03,1.585394E-01,6.408492E-01
13:30:00,4.492791E+03,7.881094E+03,1.585769E-01,6.505511E-01
13:45:00,4.493777E+03,8.030077E+03,1.586117E-01,6.628465E-01
14:00:00,4.494700E+03,8.193946E+03,1.586442E-01,6.763707E-01
14:15:00,4.495143E+03,8.362633E+03,1.586598E-01,6.902924E-01
14:30:00,4.495440E+03,8.554218E+03,1.586703E-01,7.061043E-01
14:45:00,4.495622E+03,8.729345E+03,1.586767E-01,7.205593E-01
15:00:00,4.495709E+03,8.891456E+03,1.586797E-01,7.339414E-01
15:15:00,4.488950E+03,9.062767E+03,1.584412E-01,7.480847E-01
15:30:00,4.480364E+03,9.208950E+03,1.581381E-01,7.601547E-01
15:45:00,4.470685E+03,9.332628E+03,1.577966E-01,7.703678E-01
16:00:00,4.460165E+03,9.442591E+03,1.574253E-01,7.794478E-01
16:15:00,4.430803E+03,9.545075E+03,1.563890E-01,7.879098E-01
16:30:00,4.397273E+03,9.631910E+03,1.552057E-01,7.950797E-01
16:45:00,4.361119E+03,9.708177E+03,1.539298E-01,8.013768E-01
17:00:00,4.322943E+03,9.762465E+03,1.525826E-01,8.058598E-01
17:15:00,4.268995E+03,9.808987E+03,1.506787E-01,8.097017E-01
17:30:00,4.214097E+03,9.828430E+03,1.487413E-01,8.113084E-01
17:45:00,4.158316E+03,9.813565E+03,1.467728E-01,8.100831E-01
18:00:00,4.101893E+03,9.760786E+03,1.447817E-01,8.057279E-01
18:15:00,4.050313E+03,9.652258E+03,1.429616E-01,7.967705E-01
18:30:00,3.999476E+03,9.497834E+03,1.411677E-01,7.840241E-01
18:45:00,3.948992E+03,9.274358E+03,1.393862E-01,7.655774E-01
19:00:00,3.898749E+03,8.959145E+03,1.376132E-01,7.395579E-01
19:15:00,3.877125E+03,8.533896E+03,1.368503E-01,7.044549E-01
19:30:00,3.857331E+03,8.071672E+03,1.361518E-01,6.662993E-01
19:45:00,3.838668E+03,7.635066E+03,1.354932E-01,6.302582E-01
20:00:00,3.820774E+03,7.271337E+03,1.348616E-01,6.002330E-01
20:15:00,3.810009E+03,6.993329E+03,1.344816E-01,5.772838E-01
20:30:00,3.801922E+03,6.765529E+03,1.341961E-01,5.584791E-01
20:45:00,3.795565E+03,6.560633E+03,1.339716E-01,5.415651E-01
21:00:00,3.790622E+03,6.368959E+03,1.337970E-01,5.257425E-01
21:15:00,3.798794E+03,6.168751E+03,1.340854E-01,5.092156E-01
21:30:00,3.813389E+03,5.967216E+03,1.346004E-01,4.925792E-01
21:45:00,3.832153E+03,5.766536E+03,1.352626E-01,4.760134E-01
22:00:00,3.854081E+03,5.567793E+03,1.360364E-01,4.596076E-01
22:15:00,3.891623E+03,5.362146E+03,1.373615E-01,4.426320E-01
22:30:00,3.932368E+03,5.162014E+03,1.387995E-01,4.261115E-01
22:45:00,3.975411E+03,4.968419E+03,1.403186E-01,4.101307E-01
23:00:00,4.020178E+03,4.781930E+03,1.418986E-01,3.947363E-01
23:15:00,4.061519E+03,4.606219E+03,1.433576E-01,3.802314E-01
23:30:00,4.102523E+03,4.437294E+03,1.448048E-01,3.662869E-01
23:45:00,4.143530E+03,4.274391E+03,1.462520E-01,3.528393E-01
24:00:00,4.184586E+03,4.117154E+03,1.477010E-01,3.398595E-01
Peak,4.495709E+03,9.828430E+03,1.586797E-01,8.113084E-01

Peak Vol Flow (m3/s),,,1.371520E-01,7.012400E-01
