Time,LIVING_UNIT1:SACRAMENTO METROPOLITAN AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:SACRAMENTO METROPOLITAN AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:SACRAMENTO METROPOLITAN AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:SACRAMENTO METROPOLITAN AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,6.118256E+03,1.596790E+03,2.159247E-01,1.318194E-01
00:30:00,6.149961E+03,1.443106E+03,2.170435E-01,1.191321E-01
00:45:00,6.180333E+03,1.296242E+03,2.181153E-01,1.070078E-01
01:00:00,6.209840E+03,1.156005E+03,2.191565E-01,9.543063E-02
01:15:00,6.227938E+03,1.034190E+03,2.197950E-01,8.537431E-02
01:30:00,6.242994E+03,9.218014E+02,2.203263E-01,7.609661E-02
01:45:00,6.256126E+03,8.180276E+02,2.207897E-01,6.753005E-02
02:00:00,6.267710E+03,7.223236E+02,2.211985E-01,5.962965E-02
02:15:00,6.275867E+03,6.352522E+02,2.214863E-01,5.244185E-02
02:30:00,6.282709E+03,5.547631E+02,2.217278E-01,4.579708E-02
02:45:00,6.288586E+03,4.803559E+02,2.219352E-01,3.965442E-02
03:00:00,6.293812E+03,4.120183E+02,2.221196E-01,3.401286E-02
03:15:00,6.298205E+03,3.488312E+02,2.222746E-01,2.879653E-02
03:30:00,6.302121E+03,2.904824E+02,2.224128E-01,2.397966E-02
03:45:00,6.305674E+03,2.366380E+02,2.225382E-01,1.953465E-02
04:00:00,6.308854E+03,1.882929E+02,2.226504E-01,1.554367E-02
04:15:00,6.305267E+03,1.503474E+02,2.225238E-01,1.241119E-02
04:30:00,6.299456E+03,1.153317E+02,2.223188E-01,9.520606E-03
04:45:00,6.292210E+03,8.149361E+01,2.220631E-01,6.727255E-03
05:00:00,6.284031E+03,5.053381E+01,2.217745E-01,4.171532E-03
05:15:00,6.265760E+03,2.860807E+01,2.211298E-01,2.361895E-03
05:30:00,6.244522E+03,6.624704E+01,2.203804E-01,5.468908E-03
05:45:00,6.221371E+03,2.159556E+02,2.195635E-01,1.782748E-02
06:00:00,6.196671E+03,4.938436E+02,2.186919E-01,4.076876E-02
06:15:00,6.174820E+03,9.168026E+02,2.179209E-01,7.568627E-02
06:30:00,6.154210E+03,1.422353E+03,2.171936E-01,1.174221E-01
06:45:00,6.134204E+03,1.945438E+03,2.164877E-01,1.606051E-01
07:00:00,6.114603E+03,2.453610E+03,2.157961E-01,2.025553E-01
07:15:00,6.108107E+03,2.919908E+03,2.155670E-01,2.410477E-01
07:30:00,6.103714E+03,3.353715E+03,2.154120E-01,2.768576E-01
07:45:00,6.100619E+03,3.759425E+03,2.153028E-01,3.103477E-01
08:00:00,6.098479E+03,4.145966E+03,2.152273E-01,3.422552E-01
08:15:00,6.135729E+03,4.471678E+03,2.165419E-01,3.691413E-01
08:30:00,6.177872E+03,4.776555E+03,2.180289E-01,3.943077E-01
08:45:00,6.223083E+03,5.068275E+03,2.196239E-01,4.183883E-01
09:00:00,6.270556E+03,5.347387E+03,2.212987E-01,4.414283E-01
09:15:00,6.294034E+03,5.632399E+03,2.221266E-01,4.649557E-01
09:30:00,6.316223E+03,5.897501E+03,2.229092E-01,4.868401E-01
09:45:00,6.337884E+03,6.140428E+03,2.236732E-01,5.068941E-01
10:00:00,6.359199E+03,6.358983E+03,2.244251E-01,5.249362E-01
