Time,LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,4.661531E+03,4.144606E+03,1.645347E-01,3.421254E-01
00:30:00,4.693212E+03,4.005670E+03,1.656527E-01,3.306565E-01
00:45:00,4.723573E+03,3.873977E+03,1.667243E-01,3.197855E-01
01:00:00,4.753056E+03,3.748897E+03,1.677648E-01,3.094603E-01
01:15:00,4.771215E+03,3.642269E+03,1.684056E-01,3.006584E-01
01:30:00,4.786288E+03,3.544968E+03,1.689376E-01,2.926264E-01
01:45:00,4.799469E+03,3.455632E+03,1.694028E-01,2.852518E-01
02:00:00,4.811220E+03,3.373589E+03,1.698175E-01,2.784794E-01
02:15:00,4.819554E+03,3.299412E+03,1.701116E-01,2.723563E-01
02:30:00,4.826557E+03,3.230584E+03,1.703588E-01,2.666747E-01
02:45:00,4.832576E+03,3.166573E+03,1.705712E-01,2.613907E-01
03:00:00,4.837840E+03,3.107018E+03,1.707570E-01,2.564746E-01
03:15:00,4.842269E+03,3.050617E+03,1.709133E-01,2.518189E-01
03:30:00,4.846234E+03,2.996868E+03,1.710532E-01,2.473821E-01
03:45:00,4.849835E+03,2.945505E+03,1.711803E-01,2.431422E-01
04:00:00,4.853128E+03,2.896316E+03,1.712966E-01,2.390818E-01
04:15:00,4.849691E+03,2.857066E+03,1.711752E-01,2.358419E-01
04:30:00,4.844053E+03,2.822812E+03,1.709763E-01,2.330143E-01
04:45:00,4.836985E+03,2.792686E+03,1.707268E-01,2.305275E-01
05:00:00,4.828803E+03,2.766318E+03,1.704381E-01,2.283509E-01
05:15:00,4.810639E+03,2.756062E+03,1.697969E-01,2.275043E-01
05:30:00,4.789605E+03,2.754818E+03,1.690546E-01,2.274016E-01
05:45:00,4.766689E+03,2.762188E+03,1.682459E-01,2.280100E-01
06:00:00,4.742346E+03,2.827370E+03,1.673867E-01,2.333907E-01
06:15:00,4.720781E+03,2.998097E+03,1.666257E-01,2.474836E-01
06:30:00,4.700377E+03,3.287352E+03,1.659056E-01,2.713608E-01
06:45:00,4.680540E+03,3.681096E+03,1.652055E-01,3.038636E-01
07:00:00,4.661082E+03,4.116387E+03,1.645188E-01,3.397961E-01
07:15:00,4.654654E+03,4.525393E+03,1.642920E-01,3.735591E-01
07:30:00,4.650270E+03,4.897233E+03,1.641373E-01,4.042543E-01
07:45:00,4.647163E+03,5.238004E+03,1.640277E-01,4.323845E-01
08:00:00,4.645000E+03,5.554364E+03,1.639513E-01,4.584995E-01
08:15:00,4.682060E+03,5.806400E+03,1.652594E-01,4.793046E-01
08:30:00,4.723882E+03,6.032755E+03,1.667354E-01,4.979894E-01
08:45:00,4.768733E+03,6.240328E+03,1.683182E-01,5.151238E-01
09:00:00,4.815916E+03,6.434782E+03,1.699832E-01,5.311750E-01
09:15:00,4.839179E+03,6.638299E+03,1.708039E-01,5.479743E-01
09:30:00,4.861215E+03,6.832040E+03,1.715812E-01,5.639666E-01
09:45:00,4.882749E+03,7.015256E+03,1.723410E-01,5.790900E-01
10:00:00,4.903872E+03,7.187331E+03,1.730862E-01,5.932937E-01
10:15:00,4.910180E+03,7.359922E+03,1.733086E-01,6.075401E-01
10:30:00,4.914873E+03,7.518085E+03,1.734741E-01,6.205956E-01
10:45:00,4.918464E+03,7.660259E+03,1.736007E-01,6.323311E-01
11:00:00,4.921302E+03,7.784633E+03,1.737008E-01,6.425973E-01
11:15:00,4.923123E+03,7.887231E+03,1.737650E-01,6.510661E-01
11:30:00,4.924547E+03,7.969020E+03,1.738153E-01,6.578169E-01
11:45:00,4.925752E+03,8.033285E+03,1.738577E-01,6.631212E-01
12:00:00,4.926789E+03,8.084864E+03,1.738944E-01,6.673784E-01
12:15:00,4.927585E+03,8.134493E+03,1.739225E-01,6.714743E-01
12:30:00,4.928372E+03,8.190090E+03,1.739503E-01,6.760629E-01
12:45:00,4.929138E+03,8.262398E+03,1.739773E-01,6.820305E-01
13:00:00,4.929881E+03,8.359558E+03,1.740035E-01,6.900488E-01
13:15:00,4.931007E+03,8.483810E+03,1.740433E-01,7.003039E-01
13:30:00,4.932037E+03,8.634990E+03,1.740797E-01,7.127818E-01
13:45:00,4.932994E+03,8.806863E+03,1.741135E-01,7.269665E-01
14:00:00,4.933891E+03,8.992031E+03,1.741451E-01,7.422486E-01
14:15:00,4.934309E+03,9.181109E+03,1.741599E-01,7.578533E-01
14:30:00,4.934582E+03,9.367390E+03,1.741695E-01,7.732271E-01
14:45:00,4.934741E+03,9.545012E+03,1.741750E-01,7.878880E-01
15:00:00,4.934806E+03,9.709299E+03,1.741773E-01,8.014498E-01
15:15:00,4.928020E+03,9.862381E+03,1.739378E-01,8.140885E-01
