Time,CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Tot Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Tot Cool Cap [W]
00:15:00,1.834995E-01,5.123694E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.379863E-01,1.647143E+03,1.944308E+03
00:30:00,1.846433E-01,5.155635E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.261822E-01,1.506241E+03,1.789260E+03
00:45:00,1.857392E-01,5.186239E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.149221E-01,1.371833E+03,1.640468E+03
01:00:00,1.868031E-01,5.215949E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.041696E-01,1.243482E+03,1.497351E+03
01:15:00,1.874659E-01,5.234459E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,9.489267E-02,1.132745E+03,1.372468E+03
01:30:00,1.880164E-01,5.249832E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.633871E-02,1.030631E+03,1.255525E+03
01:45:00,1.884980E-01,5.263279E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.844052E-02,9.363456E+02,1.148920E+03
02:00:00,1.889273E-01,5.275268E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.112924E-02,8.490673E+02,1.049397E+03
02:15:00,1.892343E-01,5.283840E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,6.444833E-02,7.693148E+02,9.577817E+02
02:30:00,1.894924E-01,5.291048E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.822454E-02,6.950240E+02,8.715677E+02
02:45:00,1.897143E-01,5.297245E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.239670E-02,6.254593E+02,7.899909E+02
03:00:00,1.899084E-01,5.302664E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.696428E-02,5.606144E+02,7.131917E+02
03:15:00,1.900720E-01,5.307231E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.183484E-02,4.993857E+02,6.398853E+02
03:30:00,1.902183E-01,5.311319E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.698285E-02,4.414688E+02,5.697779E+02
03:45:00,1.903513E-01,5.315033E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.240343E-02,3.868050E+02,5.028589E+02
04:00:00,1.904730E-01,5.318429E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.810447E-02,3.354889E+02,4.393173E+02
04:15:00,1.903564E-01,5.315174E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.466216E-02,2.943985E+02,3.882980E+02
04:30:00,1.901600E-01,5.309691E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.168920E-02,2.589102E+02,3.438349E+02
04:45:00,1.899115E-01,5.302750E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.917400E-02,2.288861E+02,3.059326E+02
05:00:00,1.896222E-01,5.294670E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.706888E-02,2.037570E+02,2.740195E+02
05:15:00,1.889784E-01,5.276693E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.633059E-02,1.949442E+02,2.637075E+02
05:30:00,1.882300E-01,5.255791E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.797700E-02,2.145981E+02,2.916606E+02
05:45:00,1.874126E-01,5.232963E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.403143E-02,2.868709E+02,3.907613E+02
06:00:00,1.865426E-01,5.208669E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.497671E-02,4.175244E+02,5.666330E+02
06:15:00,1.857690E-01,5.187063E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.087825E-02,6.073396E+02,8.181649E+02
06:30:00,1.850366E-01,5.166610E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.003231E-02,8.359814E+02,1.113764E+03
06:45:00,1.843243E-01,5.146718E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.994872E-02,1.073727E+03,1.413201E+03
07:00:00,1.836255E-01,5.127204E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.097411E-01,1.310000E+03,1.701400E+03
07:15:00,1.833872E-01,5.120544E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.283661E-01,1.532338E+03,1.961919E+03
07:30:00,1.832230E-01,5.115959E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.465730E-01,1.749683E+03,2.184986E+03
07:45:00,1.831051E-01,5.112667E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.644827E-01,1.963480E+03,2.396305E+03
08:00:00,1.830217E-01,5.110337E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.824597E-01,2.178080E+03,2.608239E+03
08:15:00,1.843246E-01,5.146718E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.969824E-01,2.351446E+03,2.768777E+03
08:30:00,1.858009E-01,5.187947E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.111189E-01,2.520202E+03,2.922662E+03
08:45:00,1.873869E-01,5.232245E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.253053E-01,2.689554E+03,3.082323E+03
09:00:00,1.890582E-01,5.278928E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.395750E-01,2.859900E+03,3.247829E+03
