Time,LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,1.456316E+04,1.699089E+03,5.136577E-01,1.403109E-01
00:30:00,1.459588E+04,1.595989E+03,5.148114E-01,1.317957E-01
00:45:00,1.462722E+04,1.497044E+03,5.159165E-01,1.236237E-01
01:00:00,1.465767E+04,1.401975E+03,5.169906E-01,1.157719E-01
01:15:00,1.467650E+04,1.322061E+03,5.176545E-01,1.091717E-01
01:30:00,1.469221E+04,1.248456E+03,5.182084E-01,1.030928E-01
01:45:00,1.470591E+04,1.180203E+03,5.186918E-01,9.745591E-02
02:00:00,1.471800E+04,1.116813E+03,5.191183E-01,9.222068E-02
02:15:00,1.472662E+04,1.059400E+03,5.194222E-01,8.747912E-02
02:30:00,1.473387E+04,1.005718E+03,5.196782E-01,8.304576E-02
02:45:00,1.474013E+04,9.554582E+02,5.198989E-01,7.889506E-02
03:00:00,1.474573E+04,9.084044E+02,5.200963E-01,7.500916E-02
03:15:00,1.475046E+04,8.636848E+02,5.202632E-01,7.131607E-02
03:30:00,1.475471E+04,8.209489E+02,5.204130E-01,6.778682E-02
03:45:00,1.475858E+04,7.800252E+02,5.205496E-01,6.440724E-02
04:00:00,1.476214E+04,7.407689E+02,5.206751E-01,6.116538E-02
04:15:00,1.475875E+04,7.099698E+02,5.205554E-01,5.862186E-02
04:30:00,1.475301E+04,6.829130E+02,5.203532E-01,5.638751E-02
04:45:00,1.474574E+04,6.591001E+02,5.200971E-01,5.442107E-02
05:00:00,1.473740E+04,6.382653E+02,5.198030E-01,5.270058E-02
05:15:00,1.471872E+04,6.410324E+02,5.191443E-01,5.292887E-02
05:30:00,1.469697E+04,6.799666E+02,5.183774E-01,5.614399E-02
05:45:00,1.467320E+04,7.653796E+02,5.175393E-01,6.319781E-02
06:00:00,1.464780E+04,8.961997E+02,5.166436E-01,7.400102E-02
06:15:00,1.462537E+04,1.058492E+03,5.158528E-01,8.740092E-02
06:30:00,1.460421E+04,1.230762E+03,5.151067E-01,1.016227E-01
06:45:00,1.458368E+04,1.398422E+03,5.143827E-01,1.154625E-01
07:00:00,1.456357E+04,1.558350E+03,5.136736E-01,1.286636E-01
07:15:00,1.455673E+04,1.701872E+03,5.134328E-01,1.405113E-01
07:30:00,1.455207E+04,1.840647E+03,5.132685E-01,1.519678E-01
07:45:00,1.454877E+04,1.976884E+03,5.131520E-01,1.632150E-01
08:00:00,1.454646E+04,2.114763E+03,5.130704E-01,1.745976E-01
08:15:00,1.458393E+04,2.212740E+03,5.143919E-01,1.826862E-01
08:30:00,1.462648E+04,2.305672E+03,5.158916E-01,1.903586E-01
08:45:00,1.467226E+04,2.396760E+03,5.175049E-01,1.978788E-01
09:00:00,1.472042E+04,2.485865E+03,5.192017E-01,2.052353E-01
09:15:00,1.474441E+04,2.593638E+03,5.200460E-01,2.141334E-01
09:30:00,1.476706E+04,2.698013E+03,5.208436E-01,2.227510E-01
09:45:00,1.478913E+04,2.796607E+03,5.216212E-01,2.308913E-01
10:00:00,1.481083E+04,2.888807E+03,5.223857E-01,2.385037E-01
10:15:00,1.481749E+04,2.987671E+03,5.226201E-01,2.466681E-01
10:30:00,1.482228E+04,3.079733E+03,5.227886E-01,2.542715E-01
10:45:00,1.482587E+04,3.165036E+03,5.229151E-01,2.613169E-01
11:00:00,1.482869E+04,3.243275E+03,5.230145E-01,2.677790E-01
