Time,LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,1.614909E+04,1.663766E+03,5.695969E-01,1.373933E-01
00:30:00,1.618130E+04,1.553917E+03,5.707330E-01,1.283207E-01
00:45:00,1.621222E+04,1.448887E+03,5.718233E-01,1.196461E-01
01:00:00,1.624223E+04,1.348446E+03,5.728816E-01,1.113508E-01
01:15:00,1.626040E+04,1.263618E+03,5.735222E-01,1.043448E-01
01:30:00,1.627533E+04,1.185572E+03,5.740486E-01,9.789920E-02
01:45:00,1.628817E+04,1.113291E+03,5.745015E-01,9.192977E-02
02:00:00,1.629948E+04,1.046180E+03,5.749004E-01,8.638733E-02
02:15:00,1.630727E+04,9.853388E+02,5.751753E-01,8.136264E-02
02:30:00,1.631379E+04,9.285457E+02,5.754051E-01,7.667242E-02
02:45:00,1.631951E+04,8.755008E+02,5.756071E-01,7.229178E-02
03:00:00,1.632463E+04,8.259539E+02,5.757876E-01,6.820006E-02
03:15:00,1.632902E+04,7.789592E+02,5.759423E-01,6.431915E-02
03:30:00,1.633285E+04,7.341354E+02,5.760772E-01,6.061754E-02
03:45:00,1.633632E+04,6.912981E+02,5.761998E-01,5.708001E-02
04:00:00,1.633947E+04,6.503372E+02,5.763106E-01,5.369747E-02
04:15:00,1.633553E+04,6.178231E+02,5.761719E-01,5.101241E-02
04:30:00,1.632931E+04,5.891566E+02,5.759527E-01,4.864519E-02
04:45:00,1.632159E+04,5.639259E+02,5.756803E-01,4.656173E-02
05:00:00,1.631288E+04,5.419492E+02,5.753734E-01,4.474699E-02
05:15:00,1.629373E+04,5.501314E+02,5.746981E-01,4.542240E-02
05:30:00,1.627144E+04,6.244019E+02,5.739123E-01,5.155538E-02
05:45:00,1.624719E+04,7.836715E+02,5.730573E-01,6.470886E-02
06:00:00,1.622139E+04,1.024415E+03,5.721477E-01,8.459149E-02
06:15:00,1.619880E+04,1.323607E+03,5.713511E-01,1.092978E-01
