Time,CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Tot Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Tot Cool Cap [W]
00:15:00,5.000840E-01,1.397168E+04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.419053E-01,1.693367E+03,2.839564E+03
00:30:00,5.012383E-01,1.400393E+04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.331382E-01,1.588764E+03,2.695873E+03
00:45:00,5.023439E-01,1.403482E+04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.247305E-01,1.488448E+03,2.556282E+03
01:00:00,5.034179E-01,1.406483E+04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.166572E-01,1.392122E+03,2.419327E+03
01:15:00,5.040767E-01,1.408325E+04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.098503E-01,1.310905E+03,2.304433E+03
01:30:00,5.046219E-01,1.409848E+04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.035901E-01,1.236209E+03,2.197583E+03
01:45:00,5.050973E-01,1.411176E+04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,9.779897E-02,1.167109E+03,2.097299E+03
02:00:00,5.055166E-01,1.412348E+04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,9.243667E-02,1.103125E+03,2.003147E+03
02:15:00,5.058092E-01,1.413165E+04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.758906E-02,1.045282E+03,1.917480E+03
02:30:00,5.060547E-01,1.413851E+04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.306712E-02,9.913243E+02,1.836516E+03
