Time,CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Tot Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Tot Cool Cap [W]
00:15:00,1.968591E-01,5.496746E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.349036E-01,1.610347E+03,1.903514E+03
00:30:00,1.979949E-01,5.528465E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.228609E-01,1.466595E+03,1.745071E+03
00:45:00,1.990828E-01,5.558844E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.113987E-01,1.329774E+03,1.593272E+03
01:00:00,2.001387E-01,5.588331E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.004579E-01,1.199177E+03,1.447240E+03
01:15:00,2.007927E-01,5.606598E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,9.097591E-02,1.085991E+03,1.319138E+03
01:30:00,2.013349E-01,5.621739E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.218275E-02,9.810222E+02,1.198431E+03
01:45:00,2.018084E-01,5.634961E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.402109E-02,8.835926E+02,1.087648E+03
02:00:00,2.022301E-01,5.646737E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,6.645375E-02,7.932583E+02,9.839766E+02
02:15:00,2.025300E-01,5.655110E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.955111E-02,7.108594E+02,8.886368E+02
02:30:00,2.027817E-01,5.662139E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,5.314062E-02,6.343398E+02,7.991278E+02
02:45:00,2.029979E-01,5.668176E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.717709E-02,5.631551E+02,7.149295E+02
03:00:00,2.031869E-01,5.673455E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,4.165045E-02,4.971852E+02,6.360530E+02
03:15:00,2.033460E-01,5.677897E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.645899E-02,4.352158E+02,5.610794E+02
03:30:00,2.034884E-01,5.681873E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.158518E-02,3.770379E+02,4.898497E+02
03:45:00,2.036177E-01,5.685485E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.706489E-02,3.230797E+02,4.230071E+02
04:00:00,2.037360E-01,5.688789E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.286539E-02,2.729503E+02,3.601269E+02
04:15:00,2.036158E-01,5.685433E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.952902E-02,2.331242E+02,3.099245E+02
04:30:00,2.034162E-01,5.679857E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.674864E-02,1.999344E+02,2.677216E+02
04:45:00,2.031646E-01,5.672831E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.437810E-02,1.716370E+02,2.313837E+02
05:00:00,2.028728E-01,5.664680E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.216280E-02,1.451924E+02,1.969829E+02
05:15:00,2.022265E-01,5.646633E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.129115E-02,1.347876E+02,1.840163E+02
05:30:00,2.014762E-01,5.625679E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.294670E-02,1.545508E+02,2.120971E+02
05:45:00,2.006575E-01,5.602816E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.992946E-02,2.379065E+02,3.273032E+02
06:00:00,1.997871E-01,5.578508E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.301382E-02,3.940956E+02,5.395563E+02
