Time,CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Tot Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Tot Cool Cap [W]
00:15:00,2.021939E-01,5.645710E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.044730E-01,2.440770E+03,2.802778E+03
00:30:00,2.029969E-01,5.668136E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.951625E-01,2.329635E+03,2.683543E+03
00:45:00,2.037872E-01,5.690208E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.859744E-01,2.219960E+03,2.565820E+03
01:00:00,2.045724E-01,5.712136E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.769156E-01,2.111829E+03,2.449695E+03
01:15:00,2.050068E-01,5.724268E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.689660E-01,2.016937E+03,2.347273E+03
01:30:00,2.053826E-01,5.734764E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.613784E-01,1.926351E+03,2.248203E+03
01:45:00,2.057297E-01,5.744458E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.541050E-01,1.839516E+03,2.154957E+03
02:00:00,2.060557E-01,5.753560E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.471211E-01,1.756139E+03,2.065143E+03
02:15:00,2.062909E-01,5.760131E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.404868E-01,1.676935E+03,1.979708E+03
02:30:00,2.065057E-01,5.766128E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.340721E-01,1.600367E+03,1.896635E+03
02:45:00,2.067069E-01,5.771748E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.278533E-01,1.526138E+03,1.815685E+03
03:00:00,2.069001E-01,5.777142E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.218381E-01,1.454338E+03,1.737086E+03
03:15:00,2.070769E-01,5.782080E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.159313E-01,1.383834E+03,1.659548E+03
03:30:00,2.072469E-01,5.786826E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.101142E-01,1.314399E+03,1.582818E+03
03:45:00,2.074114E-01,5.791423E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.043874E-01,1.246042E+03,1.506899E+03
04:00:00,2.075710E-01,5.795878E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,9.875003E-02,1.178753E+03,1.431765E+03
04:15:00,2.075173E-01,5.794381E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,9.380912E-02,1.119777E+03,1.366245E+03
04:30:00,2.074101E-01,5.791385E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.917233E-02,1.064430E+03,1.304437E+03
04:45:00,2.072719E-01,5.787525E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.479695E-02,1.012204E+03,1.245790E+03
05:00:00,2.071092E-01,5.782982E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.067262E-02,9.629741E+02,1.190306E+03
05:15:00,2.066309E-01,5.769624E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.812560E-02,9.325723E+02,1.157755E+03
05:30:00,2.060861E-01,5.754410E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.841158E-02,9.359861E+02,1.166220E+03
05:45:00,2.055030E-01,5.738123E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.289331E-02,9.894816E+02,1.235049E+03
06:00:00,2.048902E-01,5.721011E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,9.160147E-02,1.093427E+03,1.362169E+03
06:15:00,2.043675E-01,5.706412E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.038685E-01,1.239859E+03,1.538776E+03
06:30:00,2.038695E-01,5.692505E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.176646E-01,1.404552E+03,1.733949E+03
06:45:00,2.033767E-01,5.678742E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.312788E-01,1.567082E+03,1.923581E+03
07:00:00,2.028844E-01,5.664993E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.442970E-01,1.722503E+03,2.101492E+03
07:15:00,2.028208E-01,5.663213E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.561329E-01,1.863806E+03,2.258683E+03
07:30:00,2.027980E-01,5.662576E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.675883E-01,2.000559E+03,2.396202E+03
