Time,LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,1.457662E+04,1.671486E+03,5.141368E-01,1.380311E-01
00:30:00,1.460943E+04,1.568384E+03,5.152939E-01,1.295157E-01
00:45:00,1.464082E+04,1.469231E+03,5.164005E-01,1.213265E-01
01:00:00,1.467129E+04,1.373834E+03,5.174750E-01,1.134476E-01
01:15:00,1.469003E+04,1.293501E+03,5.181359E-01,1.068128E-01
01:30:00,1.470551E+04,1.219532E+03,5.186821E-01,1.007038E-01
01:45:00,1.471897E+04,1.151090E+03,5.191566E-01,9.505141E-02
02:00:00,1.473082E+04,1.087677E+03,5.195747E-01,8.981442E-02
02:15:00,1.473909E+04,1.030381E+03,5.198663E-01,8.508254E-02
02:30:00,1.474602E+04,9.769210E+02,5.201106E-01,8.066760E-02
02:45:00,1.475199E+04,9.269779E+02,5.203215E-01,7.654311E-02
03:00:00,1.475733E+04,8.803273E+02,5.205099E-01,7.269056E-02
03:15:00,1.476194E+04,8.361053E+02,5.206724E-01,6.903861E-02
03:30:00,1.476607E+04,7.939838E+02,5.208180E-01,6.556015E-02
03:45:00,1.476973E+04,7.537213E+02,5.209470E-01,6.223522E-02
04:00:00,1.477309E+04,7.151244E+02,5.210655E-01,5.904784E-02
04:15:00,1.476945E+04,6.847637E+02,5.209370E-01,5.654054E-02
04:30:00,1.476339E+04,6.579839E+02,5.207234E-01,5.432907E-02
04:45:00,1.475587E+04,6.343446E+02,5.204585E-01,5.237696E-02
05:00:00,1.474727E+04,6.136170E+02,5.201554E-01,5.066532E-02
05:15:00,1.472828E+04,6.129654E+02,5.194855E-01,5.061134E-02
05:30:00,1.470610E+04,6.402563E+02,5.187037E-01,5.286498E-02
05:45:00,1.468190E+04,7.023938E+02,5.178502E-01,5.799652E-02
06:00:00,1.465607E+04,7.986793E+02,5.169396E-01,6.594748E-02
06:15:00,1.463330E+04,9.196842E+02,5.161368E-01,7.593780E-02
06:30:00,1.461193E+04,1.050701E+03,5.153832E-01,8.675329E-02
06:45:00,1.459125E+04,1.182581E+03,5.146539E-01,9.763909E-02
07:00:00,1.457102E+04,1.313522E+03,5.139406E-01,1.084475E-01
07:15:00,1.456414E+04,1.434854E+03,5.136984E-01,1.184635E-01
07:30:00,1.455954E+04,1.556312E+03,5.135362E-01,1.284906E-01
07:45:00,1.455633E+04,1.677865E+03,5.134229E-01,1.385257E-01
08:00:00,1.455412E+04,1.801355E+03,5.133449E-01,1.487206E-01
08:15:00,1.459186E+04,1.884430E+03,5.146761E-01,1.555792E-01
08:30:00,1.463490E+04,1.960614E+03,5.161931E-01,1.618688E-01
08:45:00,1.468123E+04,2.032661E+03,5.178255E-01,1.678169E-01
09:00:00,1.472993E+04,2.100654E+03,5.195416E-01,1.734304E-01
09:15:00,1.475434E+04,2.185197E+03,5.204008E-01,1.804104E-01
09:30:00,1.477725E+04,2.264997E+03,5.212075E-01,1.869990E-01
09:45:00,1.479941E+04,2.338422E+03,5.219880E-01,1.930612E-01
10:00:00,1.482116E+04,2.405347E+03,5.227544E-01,1.985867E-01
10:15:00,1.482782E+04,2.479485E+03,5.229888E-01,2.047092E-01
10:30:00,1.483254E+04,2.549016E+03,5.231549E-01,2.104518E-01
10:45:00,1.483615E+04,2.616082E+03,5.232821E-01,2.159909E-01
11:00:00,1.483897E+04,2.683283E+03,5.233815E-01,2.215413E-01
11:15:00,1.484074E+04,2.751513E+03,5.234440E-01,2.271774E-01
11:30:00,1.484222E+04,2.823085E+03,5.234962E-01,2.330902E-01
11:45:00,1.484348E+04,2.899307E+03,5.235407E-01,2.393871E-01
