Time,LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,1.615115E+04,1.660731E+03,5.696697E-01,1.371426E-01
00:30:00,1.618331E+04,1.551098E+03,5.708038E-01,1.280878E-01
00:45:00,1.621420E+04,1.446264E+03,5.718932E-01,1.194295E-01
01:00:00,1.624419E+04,1.345997E+03,5.729507E-01,1.111485E-01
01:15:00,1.626227E+04,1.261325E+03,5.735882E-01,1.041554E-01
01:30:00,1.627713E+04,1.183424E+03,5.741121E-01,9.772176E-02
01:45:00,1.628993E+04,1.111275E+03,5.745638E-01,9.176327E-02
02:00:00,1.630122E+04,1.044293E+03,5.749617E-01,8.623141E-02
02:15:00,1.630898E+04,9.835813E+02,5.752354E-01,8.121750E-02
02:30:00,1.631547E+04,9.269130E+02,5.754645E-01,7.653759E-02
02:45:00,1.632118E+04,8.739826E+02,5.756659E-01,7.216640E-02
03:00:00,1.632629E+04,8.245427E+02,5.758459E-01,6.808352E-02
03:15:00,1.633066E+04,7.776351E+02,5.760002E-01,6.420980E-02
03:30:00,1.633448E+04,7.328863E+02,5.761348E-01,6.051439E-02
03:45:00,1.633795E+04,6.901171E+02,5.762572E-01,5.698248E-02
04:00:00,1.634109E+04,6.492177E+02,5.763678E-01,5.360502E-02
04:15:00,1.633708E+04,6.167782E+02,5.762266E-01,5.092611E-02
04:30:00,1.633081E+04,5.881841E+02,5.760056E-01,4.856488E-02
04:45:00,1.632306E+04,5.630237E+02,5.757323E-01,4.648723E-02
05:00:00,1.631433E+04,5.411166E+02,5.754246E-01,4.467824E-02
05:15:00,1.629511E+04,5.493921E+02,5.747466E-01,4.536135E-02
05:30:00,1.627276E+04,6.222209E+02,5.739586E-01,5.137529E-02
05:45:00,1.624848E+04,7.788785E+02,5.731026E-01,6.431303E-02
06:00:00,1.622265E+04,1.017357E+03,5.721921E-01,8.400858E-02
06:15:00,1.620011E+04,1.315879E+03,5.713972E-01,1.086595E-01
06:30:00,1.617900E+04,1.614612E+03,5.706528E-01,1.333250E-01
06:45:00,1.615856E+04,1.896156E+03,5.699321E-01,1.565684E-01
07:00:00,1.613867E+04,2.156691E+03,5.692308E-01,1.780747E-01
