Time,CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Tot Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Tot Cool Cap [W]
00:15:00,1.382472E-01,3.859689E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.151582E-01,3.762306E+03,3.785349E+03
00:30:00,1.393822E-01,3.891378E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.045097E-01,3.635187E+03,3.654809E+03
00:45:00,1.404756E-01,3.921909E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.944145E-01,3.514674E+03,3.530859E+03
01:00:00,1.415347E-01,3.951479E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.848232E-01,3.400176E+03,3.413848E+03
01:15:00,1.421972E-01,3.969978E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.767086E-01,3.303306E+03,3.315430E+03
01:30:00,1.427543E-01,3.985534E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.693088E-01,3.214970E+03,3.225500E+03
01:45:00,1.432415E-01,3.999137E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.625138E-01,3.133854E+03,3.142939E+03
02:00:00,1.436778E-01,4.011319E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.562675E-01,3.059287E+03,3.067258E+03
02:15:00,1.439936E-01,4.020138E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.506301E-01,2.991988E+03,2.999158E+03
02:30:00,1.442612E-01,4.027607E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.453985E-01,2.929535E+03,2.935685E+03
02:45:00,1.444921E-01,4.034055E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.405315E-01,2.871434E+03,2.876591E+03
03:00:00,1.446945E-01,4.039706E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.360008E-01,2.817347E+03,2.821716E+03
03:15:00,1.448657E-01,4.044485E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.317122E-01,2.766150E+03,2.769944E+03
03:30:00,1.450193E-01,4.048777E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.276304E-01,2.717423E+03,2.720661E+03
03:45:00,1.451591E-01,4.052679E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.237365E-01,2.670938E+03,2.673676E+03
04:00:00,1.452868E-01,4.056245E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.200153E-01,2.626514E+03,2.628839E+03
04:15:00,1.451787E-01,4.053227E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.171010E-01,2.591724E+03,2.593723E+03
04:30:00,1.449952E-01,4.048102E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.145775E-01,2.561598E+03,2.563557E+03
04:45:00,1.447608E-01,4.041557E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.123743E-01,2.535297E+03,2.537323E+03
05:00:00,1.444858E-01,4.033879E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.104602E-01,2.512446E+03,2.514502E+03
05:15:00,1.438589E-01,4.016377E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.098211E-01,2.504817E+03,2.506844E+03
05:30:00,1.431323E-01,3.996089E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.098524E-01,2.505191E+03,2.507972E+03
05:45:00,1.423380E-01,3.973909E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.104977E-01,2.512894E+03,2.516650E+03
06:00:00,1.414908E-01,3.950255E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.134982E-01,2.548713E+03,2.553250E+03
06:15:00,1.407374E-01,3.929219E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.205091E-01,2.632408E+03,2.637659E+03
06:30:00,1.400194E-01,3.909169E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.323066E-01,2.773245E+03,2.781996E+03
06:45:00,1.393184E-01,3.889598E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.485825E-01,2.967539E+03,2.979335E+03
07:00:00,1.386292E-01,3.870355E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.665505E-01,3.182033E+03,3.196858E+03
07:15:00,1.383969E-01,3.863865E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.837757E-01,3.387658E+03,3.404899E+03
07:30:00,1.382302E-01,3.859210E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.003361E-01,3.585346E+03,3.604612E+03
07:45:00,1.381081E-01,3.855799E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.163132E-01,3.776073E+03,3.797211E+03
08:00:00,1.380203E-01,3.853348E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,3.326147E-01,3.970675E+03,3.994026E+03
