Time,LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,1.615410E+04,1.653528E+03,5.697736E-01,1.365478E-01
00:30:00,1.618651E+04,1.545516E+03,5.709167E-01,1.276269E-01
00:45:00,1.621760E+04,1.442062E+03,5.720131E-01,1.190825E-01
01:00:00,1.624776E+04,1.342977E+03,5.730766E-01,1.108991E-01
01:15:00,1.626611E+04,1.259462E+03,5.737235E-01,1.040016E-01
01:30:00,1.628120E+04,1.182703E+03,5.742558E-01,9.766224E-02
01:45:00,1.629417E+04,1.111713E+03,5.747132E-01,9.179944E-02
02:00:00,1.630558E+04,1.045872E+03,5.751156E-01,8.636192E-02
02:15:00,1.631346E+04,9.861309E+02,5.753936E-01,8.142813E-02
02:30:00,1.632005E+04,9.303055E+02,5.756261E-01,7.681781E-02
02:45:00,1.632584E+04,8.781192E+02,5.758301E-01,7.250807E-02
03:00:00,1.633101E+04,8.293388E+02,5.760124E-01,6.847964E-02
03:15:00,1.633544E+04,7.830217E+02,5.761686E-01,6.465467E-02
03:30:00,1.633930E+04,7.388096E+02,5.763047E-01,6.100358E-02
03:45:00,1.634281E+04,6.965252E+02,5.764285E-01,5.751170E-02
04:00:00,1.634597E+04,6.560664E+02,5.765402E-01,5.417061E-02
04:15:00,1.634210E+04,6.240153E+02,5.764036E-01,5.152377E-02
04:30:00,1.633594E+04,5.957800E+02,5.761863E-01,4.919216E-02
04:45:00,1.632824E+04,5.709359E+02,5.759149E-01,4.714061E-02
05:00:00,1.631954E+04,5.492516E+02,5.756083E-01,4.535002E-02
05:15:00,1.630042E+04,5.495323E+02,5.749339E-01,4.537303E-02
05:30:00,1.627814E+04,5.867612E+02,5.741486E-01,4.844727E-02
05:45:00,1.625387E+04,6.755941E+02,5.732929E-01,5.578323E-02
06:00:00,1.622802E+04,8.179432E+02,5.723815E-01,6.753841E-02
06:15:00,1.620533E+04,1.003840E+03,5.715813E-01,8.288759E-02
06:30:00,1.618406E+04,1.211439E+03,5.708315E-01,1.000271E-01
06:45:00,1.616351E+04,1.422442E+03,5.701068E-01,1.174465E-01
07:00:00,1.614352E+04,1.630962E+03,5.694021E-01,1.346603E-01
07:15:00,1.613692E+04,1.825779E+03,5.691697E-01,1.507433E-01
07:30:00,1.613257E+04,2.013981E+03,5.690162E-01,1.662808E-01
07:45:00,1.612959E+04,2.194445E+03,5.689110E-01,1.811795E-01
08:00:00,1.612760E+04,2.369816E+03,5.688410E-01,1.956575E-01
08:15:00,1.616565E+04,2.497798E+03,5.701830E-01,2.062232E-01
08:30:00,1.620896E+04,2.612779E+03,5.717094E-01,2.157157E-01
08:45:00,1.625553E+04,2.717520E+03,5.733503E-01,2.243629E-01
09:00:00,1.630431E+04,2.810085E+03,5.750690E-01,2.320049E-01
09:15:00,1.632871E+04,2.909488E+03,5.759275E-01,2.402117E-01
09:30:00,1.635158E+04,2.993906E+03,5.767328E-01,2.471813E-01
09:45:00,1.637368E+04,3.062023E+03,5.775110E-01,2.528050E-01
10:00:00,1.639535E+04,3.115082E+03,5.782746E-01,2.571855E-01
10:15:00,1.640189E+04,3.169301E+03,5.785046E-01,2.616637E-01
10:30:00,1.640649E+04,3.215886E+03,5.786665E-01,2.655122E-01
10:45:00,1.640998E+04,3.260853E+03,5.787896E-01,2.692272E-01
11:00:00,1.641270E+04,3.310406E+03,5.788853E-01,2.733209E-01
11:15:00,1.641438E+04,3.367854E+03,5.789446E-01,2.780675E-01
11:30:00,1.641577E+04,3.436533E+03,5.789938E-01,2.837424E-01
11:45:00,1.641695E+04,3.516171E+03,5.790355E-01,2.903222E-01
12:00:00,1.641795E+04,3.601597E+03,5.790706E-01,2.973801E-01
