Time,LIVING_UNIT1:SACRAMENTO METROPOLITAN AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:SACRAMENTO METROPOLITAN AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:SACRAMENTO METROPOLITAN AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:SACRAMENTO METROPOLITAN AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,5.199789E+03,1.673469E+03,1.835123E-01,1.381497E-01
00:30:00,5.232172E+03,1.530274E+03,1.846550E-01,1.263282E-01
00:45:00,5.263226E+03,1.393719E+03,1.857508E-01,1.150550E-01
01:00:00,5.293375E+03,1.263349E+03,1.868147E-01,1.042924E-01
01:15:00,5.312109E+03,1.150881E+03,1.874757E-01,9.500768E-02
01:30:00,5.327671E+03,1.047179E+03,1.880249E-01,8.644712E-02
01:45:00,5.341304E+03,9.514200E+02,1.885060E-01,7.854233E-02
02:00:00,5.353459E+03,8.627772E+02,1.889350E-01,7.122493E-02
02:15:00,5.362144E+03,7.817713E+02,1.892414E-01,6.453794E-02
02:30:00,5.369448E+03,7.062917E+02,1.894992E-01,5.830666E-02
02:45:00,5.375731E+03,6.356003E+02,1.897209E-01,5.247070E-02
03:00:00,5.381226E+03,5.696955E+02,1.899148E-01,4.702990E-02
03:15:00,5.385856E+03,5.074772E+02,1.900782E-01,4.189347E-02
03:30:00,5.390001E+03,4.486378E+02,1.902245E-01,3.703601E-02
03:45:00,5.393769E+03,3.931077E+02,1.903575E-01,3.245176E-02
04:00:00,5.397214E+03,3.409775E+02,1.904790E-01,2.814822E-02
04:15:00,5.393860E+03,2.992324E+02,1.903606E-01,2.470200E-02
04:30:00,5.388253E+03,2.631763E+02,1.901628E-01,2.172546E-02
04:45:00,5.381185E+03,2.326619E+02,1.899134E-01,1.920642E-02
05:00:00,5.372962E+03,2.071302E+02,1.896233E-01,1.709872E-02
05:15:00,5.354654E+03,1.979861E+02,1.889772E-01,1.634383E-02
05:30:00,5.333385E+03,2.166341E+02,1.882267E-01,1.788324E-02
05:45:00,5.310183E+03,2.888725E+02,1.874080E-01,2.384670E-02
06:00:00,5.285495E+03,4.234553E+02,1.865369E-01,3.495708E-02
06:15:00,5.263590E+03,6.230117E+02,1.857639E-01,5.143114E-02
06:30:00,5.242851E+03,8.598568E+02,1.850321E-01,7.098318E-02
06:45:00,5.222666E+03,1.107433E+03,1.843198E-01,9.142091E-02
07:00:00,5.202862E+03,1.354816E+03,1.836210E-01,1.118423E-01
07:15:00,5.196143E+03,1.587877E+03,1.833840E-01,1.310811E-01
