Time,LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,1.512678E+04,1.703469E+03,5.335406E-01,1.406723E-01
00:30:00,1.515920E+04,1.595045E+03,5.346841E-01,1.317174E-01
00:45:00,1.519036E+04,1.491176E+03,5.357830E-01,1.231387E-01
01:00:00,1.522062E+04,1.391555E+03,5.368499E-01,1.149110E-01
01:15:00,1.523902E+04,1.307448E+03,5.374987E-01,1.079645E-01
01:30:00,1.525418E+04,1.230149E+03,5.380335E-01,1.015806E-01
01:45:00,1.526737E+04,1.158744E+03,5.384987E-01,9.568343E-02
02:00:00,1.527899E+04,1.092759E+03,5.389087E-01,9.023401E-02
02:15:00,1.528704E+04,1.033205E+03,5.391926E-01,8.531573E-02
02:30:00,1.529378E+04,9.778078E+02,5.394303E-01,8.074083E-02
02:45:00,1.529960E+04,9.261730E+02,5.396355E-01,7.647666E-02
03:00:00,1.530480E+04,8.779517E+02,5.398189E-01,7.249440E-02
03:15:00,1.530929E+04,8.321562E+02,5.399770E-01,6.871249E-02
03:30:00,1.531330E+04,7.883572E+02,5.401187E-01,6.509546E-02
03:45:00,1.531686E+04,7.463745E+02,5.402443E-01,6.162843E-02
04:00:00,1.532005E+04,7.061252E+02,5.403567E-01,5.830458E-02
04:15:00,1.531617E+04,6.742710E+02,5.402198E-01,5.567395E-02
04:30:00,1.530992E+04,6.461948E+02,5.399993E-01,5.335543E-02
04:45:00,1.530227E+04,6.214287E+02,5.397297E-01,5.131029E-02
05:00:00,1.529366E+04,5.997397E+02,5.394261E-01,4.951927E-02
05:15:00,1.527456E+04,6.045964E+02,5.387529E-01,4.992009E-02
05:30:00,1.525231E+04,6.596601E+02,5.379683E-01,5.446710E-02
05:45:00,1.522809E+04,7.873469E+02,5.371143E-01,6.501208E-02
06:00:00,1.520228E+04,9.915131E+02,5.362045E-01,8.187323E-02
06:15:00,1.517966E+04,1.256044E+03,5.354068E-01,1.037166E-01
06:30:00,1.515845E+04,1.536265E+03,5.346590E-01,1.268531E-01
06:45:00,1.513791E+04,1.808725E+03,5.339345E-01,1.493465E-01
07:00:00,1.511791E+04,2.065443E+03,5.332293E-01,1.705385E-01
07:15:00,1.511132E+04,2.294665E+03,5.329974E-01,1.894610E-01
07:30:00,1.510697E+04,2.515172E+03,5.328438E-01,2.076647E-01
07:45:00,1.510394E+04,2.723091E+03,5.327371E-01,2.248292E-01
08:00:00,1.510179E+04,2.924194E+03,5.326612E-01,2.414310E-01
08:15:00,1.513978E+04,3.075216E+03,5.340011E-01,2.538985E-01
08:30:00,1.518305E+04,3.215420E+03,5.355261E-01,2.654732E-01
08:45:00,1.522950E+04,3.349718E+03,5.371630E-01,2.765607E-01
09:00:00,1.527829E+04,3.474140E+03,5.388820E-01,2.868329E-01
09:15:00,1.530261E+04,3.605477E+03,5.397381E-01,2.976763E-01
09:30:00,1.532541E+04,3.723161E+03,5.405409E-01,3.073926E-01
09:45:00,1.534749E+04,3.848967E+03,5.413185E-01,3.177797E-01
10:00:00,1.536916E+04,3.962782E+03,5.420820E-01,3.271767E-01
