Time,LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,1.456452E+04,1.693707E+03,5.137054E-01,1.398665E-01
00:30:00,1.459719E+04,1.591108E+03,5.148578E-01,1.313926E-01
00:45:00,1.462851E+04,1.492605E+03,5.159623E-01,1.232571E-01
01:00:00,1.465896E+04,1.397935E+03,5.170362E-01,1.154383E-01
01:15:00,1.467772E+04,1.318382E+03,5.176975E-01,1.088678E-01
01:30:00,1.469336E+04,1.245089E+03,5.182491E-01,1.028147E-01
01:45:00,1.470703E+04,1.177112E+03,5.187312E-01,9.720060E-02
02:00:00,1.471910E+04,1.113958E+03,5.191569E-01,9.198488E-02
02:15:00,1.472768E+04,1.056764E+03,5.194598E-01,8.726145E-02
02:30:00,1.473492E+04,1.003284E+03,5.197151E-01,8.284476E-02
02:45:00,1.474116E+04,9.532082E+02,5.199353E-01,7.870925E-02
03:00:00,1.474675E+04,9.063229E+02,5.201323E-01,7.483726E-02
03:15:00,1.475147E+04,8.617564E+02,5.202988E-01,7.115681E-02
03:30:00,1.475571E+04,8.191616E+02,5.204483E-01,6.763922E-02
03:45:00,1.475958E+04,7.783668E+02,5.205847E-01,6.427029E-02
04:00:00,1.476313E+04,7.392281E+02,5.207100E-01,6.103814E-02
04:15:00,1.475966E+04,7.085655E+02,5.205876E-01,5.850590E-02
04:30:00,1.475385E+04,6.816310E+02,5.203830E-01,5.628164E-02
04:45:00,1.474654E+04,6.579284E+02,5.201253E-01,5.432431E-02
05:00:00,1.473816E+04,6.371928E+02,5.198299E-01,5.261201E-02
05:15:00,1.471939E+04,6.392634E+02,5.191680E-01,5.278279E-02
05:30:00,1.469756E+04,6.741371E+02,5.183981E-01,5.566263E-02
05:45:00,1.467373E+04,7.512396E+02,5.175580E-01,6.203009E-02
06:00:00,1.464827E+04,8.703324E+02,5.166605E-01,7.186473E-02
06:15:00,1.462588E+04,1.019083E+03,5.158709E-01,8.414631E-02
06:30:00,1.460475E+04,1.173492E+03,5.151259E-01,9.689324E-02
06:45:00,1.458423E+04,1.324112E+03,5.144023E-01,1.093262E-01
07:00:00,1.456413E+04,1.468772E+03,5.136933E-01,1.212668E-01
07:15:00,1.455735E+04,1.598326E+03,5.134546E-01,1.319613E-01
07:30:00,1.455274E+04,1.728501E+03,5.132922E-01,1.427079E-01
07:45:00,1.454947E+04,1.857206E+03,5.131768E-01,1.533333E-01
08:00:00,1.454719E+04,1.988431E+03,5.130961E-01,1.641667E-01
08:15:00,1.458480E+04,2.079160E+03,5.144227E-01,1.716570E-01
08:30:00,1.462748E+04,2.165815E+03,5.159270E-01,1.788112E-01
08:45:00,1.467335E+04,2.251636E+03,5.175433E-01,1.858966E-01
09:00:00,1.472157E+04,2.334579E+03,5.192425E-01,1.927444E-01
09:15:00,1.474553E+04,2.433251E+03,5.200855E-01,2.008910E-01
09:30:00,1.476814E+04,2.526591E+03,5.208819E-01,2.085975E-01
09:45:00,1.479021E+04,2.625925E+03,5.216591E-01,2.167989E-01
10:00:00,1.481190E+04,2.719634E+03,5.224235E-01,2.245359E-01
10:15:00,1.481853E+04,2.826018E+03,5.226566E-01,2.333212E-01
10:30:00,1.482327E+04,2.931933E+03,5.228238E-01,2.420684E-01
10:45:00,1.482685E+04,3.015955E+03,5.229496E-01,2.490079E-01
