Time,LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,4.765961E+03,4.180481E+03,1.682205E-01,3.450868E-01
00:30:00,4.797493E+03,4.038865E+03,1.693333E-01,3.333966E-01
00:45:00,4.827714E+03,3.904848E+03,1.703999E-01,3.223337E-01
01:00:00,4.857082E+03,3.777738E+03,1.714364E-01,3.118411E-01
01:15:00,4.875182E+03,3.669347E+03,1.720751E-01,3.028936E-01
01:30:00,4.890327E+03,3.570514E+03,1.726096E-01,2.947351E-01
01:45:00,4.903557E+03,3.479846E+03,1.730765E-01,2.872507E-01
02:00:00,4.915328E+03,3.396643E+03,1.734920E-01,2.803824E-01
02:15:00,4.923673E+03,3.321408E+03,1.737865E-01,2.741720E-01
02:30:00,4.930681E+03,3.251632E+03,1.740338E-01,2.684122E-01
02:45:00,4.936699E+03,3.186775E+03,1.742462E-01,2.630584E-01
03:00:00,4.941961E+03,3.126463E+03,1.744319E-01,2.580798E-01
03:15:00,4.946385E+03,3.069341E+03,1.745880E-01,2.533646E-01
03:30:00,4.950344E+03,3.014921E+03,1.747278E-01,2.488723E-01
03:45:00,4.953938E+03,2.962933E+03,1.748546E-01,2.445808E-01
04:00:00,4.957224E+03,2.913162E+03,1.749706E-01,2.404724E-01
04:15:00,4.953825E+03,2.873376E+03,1.748506E-01,2.371882E-01
04:30:00,4.948242E+03,2.838638E+03,1.746536E-01,2.343207E-01
04:45:00,4.941222E+03,2.808075E+03,1.744058E-01,2.317978E-01
05:00:00,4.933087E+03,2.781310E+03,1.741187E-01,2.295885E-01
05:15:00,4.915007E+03,2.770803E+03,1.734806E-01,2.287212E-01
05:30:00,4.894074E+03,2.769409E+03,1.727418E-01,2.286061E-01
05:45:00,4.871249E+03,2.776755E+03,1.719363E-01,2.292125E-01
06:00:00,4.846995E+03,2.844208E+03,1.710803E-01,2.347805E-01
06:15:00,4.825463E+03,3.033075E+03,1.703204E-01,2.503710E-01
06:30:00,4.805073E+03,3.372923E+03,1.696008E-01,2.784244E-01
06:45:00,4.785257E+03,3.855499E+03,1.689014E-01,3.182600E-01
07:00:00,4.765824E+03,4.413756E+03,1.682156E-01,3.643430E-01
07:15:00,4.759385E+03,4.963175E+03,1.679884E-01,4.096968E-01
07:30:00,4.754979E+03,5.473243E+03,1.678330E-01,4.518024E-01
07:45:00,4.751856E+03,5.941578E+03,1.677228E-01,4.904628E-01
08:00:00,4.749681E+03,6.374465E+03,1.676460E-01,5.261968E-01
08:15:00,4.786653E+03,6.732405E+03,1.689510E-01,5.557440E-01
08:30:00,4.828358E+03,7.054450E+03,1.704229E-01,5.823278E-01
08:45:00,4.873110E+03,7.345600E+03,1.720022E-01,6.063611E-01
09:00:00,4.920203E+03,7.607270E+03,1.736640E-01,6.279608E-01
09:15:00,4.943441E+03,7.857096E+03,1.744837E-01,6.485827E-01
09:30:00,4.965475E+03,8.073174E+03,1.752610E-01,6.664187E-01
09:45:00,4.986997E+03,8.254610E+03,1.760203E-01,6.813951E-01
10:00:00,5.008101E+03,8.403001E+03,1.767649E-01,6.936437E-01
10:15:00,5.014414E+03,8.533898E+03,1.769874E-01,7.044483E-01
10:30:00,5.019118E+03,8.635375E+03,1.771533E-01,7.128245E-01
10:45:00,5.022715E+03,8.708437E+03,1.772801E-01,7.188550E-01
11:00:00,5.025554E+03,8.754298E+03,1.773803E-01,7.226402E-01
11:15:00,5.027375E+03,8.772323E+03,1.774445E-01,7.241277E-01
11:30:00,5.028798E+03,8.768558E+03,1.774947E-01,7.238162E-01
11:45:00,5.030000E+03,8.753470E+03,1.775371E-01,7.225702E-01
12:00:00,5.031034E+03,8.740458E+03,1.775736E-01,7.214956E-01
12:15:00,5.031826E+03,8.747776E+03,1.776016E-01,7.220988E-01
12:30:00,5.032609E+03,8.783136E+03,1.776292E-01,7.250168E-01
12:45:00,5.033371E+03,8.843292E+03,1.776561E-01,7.299812E-01
13:00:00,5.034109E+03,8.922981E+03,1.776822E-01,7.365573E-01
13:15:00,5.035233E+03,9.019679E+03,1.777219E-01,7.445378E-01
13:30:00,5.036261E+03,9.138648E+03,1.777582E-01,7.543568E-01
13:45:00,5.037215E+03,9.291126E+03,1.777918E-01,7.669405E-01
14:00:00,5.038109E+03,9.483290E+03,1.778234E-01,7.827999E-01
14:15:00,5.038526E+03,9.708215E+03,1.778381E-01,8.013635E-01
14:30:00,5.038797E+03,9.955321E+03,1.778476E-01,8.217580E-01
14:45:00,5.038954E+03,1.021224E+04,1.778531E-01,8.429645E-01
15:00:00,5.039018E+03,1.046786E+04,1.778554E-01,8.640649E-01
15:15:00,5.032265E+03,1.071902E+04,1.776170E-01,8.847993E-01
15:30:00,5.023693E+03,1.095274E+04,1.773145E-01,9.040960E-01
15:45:00,5.014022E+03,1.116311E+04,1.769732E-01,9.214656E-01
16:00:00,5.003518E+03,1.134394E+04,1.766025E-01,9.363966E-01
16:15:00,4.974341E+03,1.151535E+04,1.755727E-01,9.505488E-01
16:30:00,4.941120E+03,1.165681E+04,1.744003E-01,9.622281E-01
16:45:00,4.905221E+03,1.176157E+04,1.731334E-01,9.708769E-01
17:00:00,4.867289E+03,1.182490E+04,1.717949E-01,9.761068E-01
17:15:00,4.813480E+03,1.186034E+04,1.698959E-01,9.790342E-01
17:30:00,4.758644E+03,1.185393E+04,1.679608E-01,9.785076E-01
17:45:00,4.702989E+03,1.180364E+04,1.659968E-01,9.743583E-01
18:00:00,4.646754E+03,1.170642E+04,1.640124E-01,9.663351E-01
18:15:00,4.595386E+03,1.154001E+04,1.621999E-01,9.526002E-01
18:30:00,4.544797E+03,1.129341E+04,1.604148E-01,9.322445E-01
18:45:00,4.494693E+03,1.094480E+04,1.586468E-01,9.034684E-01
19:00:00,4.444837E+03,1.045969E+04,1.568875E-01,8.634248E-01
19:15:00,4.423569E+03,9.816345E+03,1.561371E-01,8.103183E-01
19:30:00,4.404120E+03,9.133688E+03,1.554509E-01,7.539664E-01
19:45:00,4.385721E+03,8.495122E+03,1.548016E-01,7.012540E-01
20:00:00,4.368102E+03,7.969744E+03,1.541797E-01,6.578849E-01
20:15:00,4.357603E+03,7.584160E+03,1.538091E-01,6.260555E-01
20:30:00,4.349777E+03,7.282733E+03,1.535328E-01,6.011731E-01
20:45:00,4.343776E+03,7.022471E+03,1.533208E-01,5.796887E-01
21:00:00,4.339162E+03,6.787278E+03,1.531578E-01,5.602737E-01
