Time,LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,1.618067E+04,1.724101E+03,5.707109E-01,1.423761E-01
00:30:00,1.621290E+04,1.608149E+03,5.718476E-01,1.327995E-01
00:45:00,1.624386E+04,1.497713E+03,5.729393E-01,1.236785E-01
01:00:00,1.627391E+04,1.392473E+03,5.739989E-01,1.149867E-01
01:15:00,1.629205E+04,1.303426E+03,5.746383E-01,1.076323E-01
01:30:00,1.630694E+04,1.221654E+03,5.751635E-01,1.008790E-01
01:45:00,1.631978E+04,1.146063E+03,5.756165E-01,9.463621E-02
02:00:00,1.633109E+04,1.076015E+03,5.760154E-01,8.885114E-02
02:15:00,1.633888E+04,1.012530E+03,5.762900E-01,8.360818E-02
02:30:00,1.634539E+04,9.533459E+02,5.765197E-01,7.872047E-02
02:45:00,1.635112E+04,8.981357E+02,5.767217E-01,7.416100E-02
03:00:00,1.635623E+04,8.466074E+02,5.769022E-01,6.990564E-02
03:15:00,1.636062E+04,7.977937E+02,5.770569E-01,6.587450E-02
03:30:00,1.636445E+04,7.512914E+02,5.771918E-01,6.203427E-02
03:45:00,1.636793E+04,7.069101E+02,5.773144E-01,5.836922E-02
04:00:00,1.637107E+04,6.645155E+02,5.774253E-01,5.486828E-02
04:15:00,1.636710E+04,6.306889E+02,5.772854E-01,5.207481E-02
04:30:00,1.636085E+04,6.008461E+02,5.770649E-01,4.961046E-02
04:45:00,1.635310E+04,5.745081E+02,5.767917E-01,4.743555E-02
05:00:00,1.634436E+04,5.515205E+02,5.764838E-01,4.553733E-02
05:15:00,1.632512E+04,5.631234E+02,5.758053E-01,4.649516E-02
05:30:00,1.630274E+04,6.624995E+02,5.750162E-01,5.470123E-02
05:45:00,1.627843E+04,8.980707E+02,5.741590E-01,7.415646E-02
06:00:00,1.625256E+04,1.278250E+03,5.732471E-01,1.055577E-01
06:15:00,1.622995E+04,1.777830E+03,5.724496E-01,1.468157E-01
06:30:00,1.620880E+04,2.305236E+03,5.717037E-01,1.903673E-01
06:45:00,1.618831E+04,2.810315E+03,5.709816E-01,2.320695E-01
07:00:00,1.616839E+04,3.276924E+03,5.702790E-01,2.705877E-01
07:15:00,1.616192E+04,3.688909E+03,5.700513E-01,3.045952E-01
07:30:00,1.615768E+04,4.076643E+03,5.699020E-01,3.366014E-01
07:45:00,1.615478E+04,4.430453E+03,5.697995E-01,3.658072E-01
08:00:00,1.615286E+04,4.759088E+03,5.697317E-01,3.929354E-01
08:15:00,1.619113E+04,5.020154E+03,5.710815E-01,4.144864E-01
08:30:00,1.623465E+04,5.255880E+03,5.726153E-01,4.339466E-01
08:45:00,1.628131E+04,5.474416E+03,5.742598E-01,4.519885E-01
09:00:00,1.633016E+04,5.668447E+03,5.759809E-01,4.680076E-01
09:15:00,1.635448E+04,5.850358E+03,5.768364E-01,4.830264E-01
09:30:00,1.637725E+04,6.001492E+03,5.776383E-01,4.955043E-01
09:45:00,1.639930E+04,6.169807E+03,5.784147E-01,5.094012E-01
10:00:00,1.642093E+04,6.315658E+03,5.791767E-01,5.214433E-01
10:15:00,1.642738E+04,6.467473E+03,5.794038E-01,5.339819E-01
10:30:00,1.643190E+04,6.612083E+03,5.795629E-01,5.459271E-01
10:45:00,1.643535E+04,6.668283E+03,5.796843E-01,5.505719E-01
11:00:00,1.643803E+04,6.698035E+03,5.797787E-01,5.530332E-01
11:15:00,1.643968E+04,6.658709E+03,5.798370E-01,5.497867E-01
11:30:00,1.644106E+04,6.586295E+03,5.798855E-01,5.438112E-01
11:45:00,1.644222E+04,6.531378E+03,5.799267E-01,5.392838E-01
12:00:00,1.644320E+04,6.479961E+03,5.799613E-01,5.350460E-01
12:15:00,1.644396E+04,6.479282E+03,5.799881E-01,5.350031E-01
12:30:00,1.644473E+04,6.507510E+03,5.800153E-01,5.373494E-01
12:45:00,1.644548E+04,6.559588E+03,5.800421E-01,5.416632E-01
13:00:00,1.644623E+04,6.637321E+03,5.800685E-01,5.480955E-01
13:15:00,1.644735E+04,6.736161E+03,5.801082E-01,5.562867E-01
13:30:00,1.644838E+04,6.896811E+03,5.801444E-01,5.695810E-01
13:45:00,1.644933E+04,7.091043E+03,5.801780E-01,5.856515E-01
14:00:00,1.645023E+04,7.302462E+03,5.802095E-01,6.031424E-01
14:15:00,1.645063E+04,7.564854E+03,5.802235E-01,6.248224E-01
14:30:00,1.645087E+04,7.802961E+03,5.802319E-01,6.444933E-01
14:45:00,1.645099E+04,8.021718E+03,5.802361E-01,6.625625E-01
15:00:00,1.645102E+04,8.200633E+03,5.802369E-01,6.773256E-01
15:15:00,1.644382E+04,8.329421E+03,5.799830E-01,6.879312E-01
15:30:00,1.643468E+04,8.423772E+03,5.796608E-01,6.956895E-01
15:45:00,1.642438E+04,8.502871E+03,5.792975E-01,7.021779E-01
16:00:00,1.641318E+04,8.588476E+03,5.789029E-01,7.092119E-01
16:15:00,1.638242E+04,8.676802E+03,5.778183E-01,7.164871E-01
16:30:00,1.634710E+04,8.747958E+03,5.765732E-01,7.223465E-01
16:45:00,1.630903E+04,8.779300E+03,5.752315E-01,7.249206E-01
17:00:00,1.626893E+04,8.779009E+03,5.738179E-01,7.248859E-01
17:15:00,1.621311E+04,8.767576E+03,5.718504E-01,7.239318E-01
17:30:00,1.615632E+04,8.727944E+03,5.698488E-01,7.206496E-01
17:45:00,1.609884E+04,8.662088E+03,5.678229E-01,7.152097E-01
18:00:00,1.604079E+04,8.555895E+03,5.657778E-01,7.064365E-01
18:15:00,1.598778E+04,8.384274E+03,5.639103E-01,6.922593E-01
18:30:00,1.593582E+04,8.164806E+03,5.620797E-01,6.741315E-01
18:45:00,1.588432E+04,7.868586E+03,5.602648E-01,6.496662E-01
19:00:00,1.583309E+04,7.464385E+03,5.584594E-01,6.162906E-01
19:15:00,1.581090E+04,6.924821E+03,5.576778E-01,5.717394E-01
19:30:00,1.579064E+04,6.266407E+03,5.569635E-01,5.173747E-01
19:45:00,1.577150E+04,5.601623E+03,5.562885E-01,4.624849E-01
20:00:00,1.575321E+04,5.018465E+03,5.556428E-01,4.143369E-01
20:15:00,1.574264E+04,4.553380E+03,5.552692E-01,3.759394E-01
20:30:00,1.573512E+04,4.226833E+03,5.550031E-01,3.489830E-01
20:45:00,1.572946E+04,3.977555E+03,5.548025E-01,3.284076E-01
21:00:00,1.572517E+04,3.771089E+03,5.546506E-01,3.113675E-01
21:15:00,1.573535E+04,3.576602E+03,5.550091E-01,2.953177E-01
21:30:00,1.575252E+04,3.394051E+03,5.556141E-01,2.802510E-01
21:45:00,1.577395E+04,3.221043E+03,5.563692E-01,2.659706E-01
22:00:00,1.579858E+04,3.054426E+03,5.572376E-01,2.522151E-01
22:15:00,1.583900E+04,2.883318E+03,5.586632E-01,2.380856E-01
22:30:00,1.588258E+04,2.719110E+03,5.602000E-01,2.245252E-01
22:45:00,1.592821E+04,2.559624E+03,5.618089E-01,2.113610E-01
23:00:00,1.597543E+04,2.405677E+03,5.634739E-01,1.986543E-01
23:15:00,1.601869E+04,2.260141E+03,5.649991E-01,1.866420E-01
23:30:00,1.606127E+04,2.118149E+03,5.665005E-01,1.749215E-01
23:45:00,1.610366E+04,1.980637E+03,5.679955E-01,1.635643E-01
24:00:00,1.614598E+04,1.846394E+03,5.694878E-01,1.524768E-01
Peak,1.645102E+04,8.779300E+03,5.802369E-01,7.249206E-01

Peak Vol Flow (m3/s),,,4.965737E-01,6.203957E-01
