Time,LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,4.739959E+03,4.159551E+03,1.673025E-01,3.433590E-01
00:30:00,4.771521E+03,4.020304E+03,1.684164E-01,3.318645E-01
00:45:00,4.801767E+03,3.888323E+03,1.694839E-01,3.209696E-01
01:00:00,4.831138E+03,3.762976E+03,1.705204E-01,3.106225E-01
01:15:00,4.849220E+03,3.656110E+03,1.711586E-01,3.018008E-01
01:30:00,4.864220E+03,3.558620E+03,1.716879E-01,2.937533E-01
01:45:00,4.877332E+03,3.469142E+03,1.721507E-01,2.863670E-01
02:00:00,4.889023E+03,3.387006E+03,1.725633E-01,2.795868E-01
02:15:00,4.897305E+03,3.312748E+03,1.728556E-01,2.734570E-01
02:30:00,4.904261E+03,3.243853E+03,1.731011E-01,2.677700E-01
02:45:00,4.910240E+03,3.179790E+03,1.733121E-01,2.624818E-01
03:00:00,4.915469E+03,3.120199E+03,1.734966E-01,2.575626E-01
03:15:00,4.919868E+03,3.063742E+03,1.736519E-01,2.529023E-01
03:30:00,4.923805E+03,3.009918E+03,1.737908E-01,2.484593E-01
03:45:00,4.927382E+03,2.958462E+03,1.739171E-01,2.442118E-01
04:00:00,4.930654E+03,2.909163E+03,1.740325E-01,2.401422E-01
04:15:00,4.927231E+03,2.869792E+03,1.739117E-01,2.368924E-01
04:30:00,4.921614E+03,2.835432E+03,1.737135E-01,2.340560E-01
04:45:00,4.914570E+03,2.805211E+03,1.734649E-01,2.315614E-01
05:00:00,4.906419E+03,2.778764E+03,1.731772E-01,2.293783E-01
05:15:00,4.888319E+03,2.768531E+03,1.725384E-01,2.285336E-01
05:30:00,4.867356E+03,2.767431E+03,1.717985E-01,2.284428E-01
05:45:00,4.844516E+03,2.775040E+03,1.709925E-01,2.290709E-01
06:00:00,4.820258E+03,2.836972E+03,1.701364E-01,2.341832E-01
06:15:00,4.798746E+03,2.999227E+03,1.693772E-01,2.475769E-01
06:30:00,4.778396E+03,3.277789E+03,1.686590E-01,2.705714E-01
06:45:00,4.758615E+03,3.661714E+03,1.679608E-01,3.022636E-01
07:00:00,4.739213E+03,4.092728E+03,1.672761E-01,3.378431E-01
07:15:00,4.732814E+03,4.502460E+03,1.670504E-01,3.716660E-01
07:30:00,4.728456E+03,4.879401E+03,1.668966E-01,4.027823E-01
07:45:00,4.725373E+03,5.227169E+03,1.667878E-01,4.314901E-01
08:00:00,4.723229E+03,5.551285E+03,1.667122E-01,4.582454E-01
08:15:00,4.760249E+03,5.809075E+03,1.680188E-01,4.795254E-01
08:30:00,4.802025E+03,6.042209E+03,1.694932E-01,4.987698E-01
08:45:00,4.846823E+03,6.256975E+03,1.710741E-01,5.164979E-01
09:00:00,4.893943E+03,6.457609E+03,1.727369E-01,5.330593E-01
09:15:00,4.917176E+03,6.668075E+03,1.735564E-01,5.504322E-01
09:30:00,4.939178E+03,6.865241E+03,1.743326E-01,5.667072E-01
09:45:00,4.960673E+03,7.048545E+03,1.750909E-01,5.818379E-01
10:00:00,4.981756E+03,7.218683E+03,1.758348E-01,5.958816E-01
10:15:00,4.988042E+03,7.387916E+03,1.760564E-01,6.098508E-01
10:30:00,4.992713E+03,7.542949E+03,1.762211E-01,6.226479E-01
10:45:00,4.996285E+03,7.683350E+03,1.763470E-01,6.342371E-01
11:00:00,4.999106E+03,7.808145E+03,1.764465E-01,6.445381E-01
11:15:00,5.000912E+03,7.909716E+03,1.765102E-01,6.529220E-01
11:30:00,5.002325E+03,7.992587E+03,1.765601E-01,6.597621E-01
11:45:00,5.003518E+03,8.059835E+03,1.766022E-01,6.653127E-01
12:00:00,5.004545E+03,8.115056E+03,1.766384E-01,6.698705E-01
12:15:00,5.005332E+03,8.169056E+03,1.766662E-01,6.743272E-01
12:30:00,5.006111E+03,8.231596E+03,1.766937E-01,6.794889E-01
12:45:00,5.006869E+03,8.308719E+03,1.767205E-01,6.858539E-01
13:00:00,5.007604E+03,8.407503E+03,1.767465E-01,6.940063E-01
13:15:00,5.008725E+03,8.537005E+03,1.767860E-01,7.046947E-01
13:30:00,5.009749E+03,8.687838E+03,1.768222E-01,7.171440E-01
13:45:00,5.010701E+03,8.856686E+03,1.768558E-01,7.310790E-01
14:00:00,5.011593E+03,9.037368E+03,1.768872E-01,7.459908E-01
14:15:00,5.012008E+03,9.220618E+03,1.769019E-01,7.611144E-01
14:30:00,5.012277E+03,9.400915E+03,1.769113E-01,7.759943E-01
14:45:00,5.012433E+03,9.573386E+03,1.769168E-01,7.902300E-01
15:00:00,5.012495E+03,9.734297E+03,1.769190E-01,8.035131E-01
15:15:00,5.005732E+03,9.883154E+03,1.766803E-01,8.158030E-01
15:30:00,4.997139E+03,1.001535E+04,1.763770E-01,8.267188E-01
15:45:00,4.987455E+03,1.012906E+04,1.760352E-01,8.361091E-01
16:00:00,4.976945E+03,1.022141E+04,1.756643E-01,8.437362E-01
16:15:00,4.947647E+03,1.031979E+04,1.746303E-01,8.518592E-01
16:30:00,4.914302E+03,1.040426E+04,1.734535E-01,8.588344E-01
16:45:00,4.878330E+03,1.047099E+04,1.721841E-01,8.643443E-01
17:00:00,4.840356E+03,1.051671E+04,1.708440E-01,8.681204E-01
17:15:00,4.786628E+03,1.055428E+04,1.689479E-01,8.712236E-01
17:30:00,4.731874E+03,1.056515E+04,1.670157E-01,8.721220E-01
17:45:00,4.676283E+03,1.054332E+04,1.650540E-01,8.703219E-01
18:00:00,4.620107E+03,1.048316E+04,1.630717E-01,8.653582E-01
18:15:00,4.568799E+03,1.036205E+04,1.612613E-01,8.553619E-01
18:30:00,4.518275E+03,1.017219E+04,1.594785E-01,8.396904E-01
18:45:00,4.468226E+03,9.897842E+03,1.577124E-01,8.170446E-01
19:00:00,4.418420E+03,9.513781E+03,1.559549E-01,7.853419E-01
19:15:00,4.397206E+03,9.003015E+03,1.552065E-01,7.431797E-01
19:30:00,4.377818E+03,8.471413E+03,1.545224E-01,6.992970E-01
19:45:00,4.359470E+03,7.981230E+03,1.538749E-01,6.588333E-01
20:00:00,4.341894E+03,7.582596E+03,1.532545E-01,6.259267E-01
20:15:00,4.331446E+03,7.288692E+03,1.528857E-01,6.016653E-01
20:30:00,4.323683E+03,7.049914E+03,1.526116E-01,5.819544E-01
20:45:00,4.317728E+03,6.834930E+03,1.524013E-01,5.642077E-01
21:00:00,4.313150E+03,6.634094E+03,1.522395E-01,5.476288E-01
21:15:00,4.321613E+03,6.425316E+03,1.525381E-01,5.303944E-01
21:30:00,4.336482E+03,6.215722E+03,1.530628E-01,5.130927E-01
21:45:00,4.355414E+03,6.007373E+03,1.537309E-01,4.958939E-01
22:00:00,4.377439E+03,5.801264E+03,1.545082E-01,4.788801E-01
22:15:00,4.415147E+03,5.588852E+03,1.558390E-01,4.613459E-01
22:30:00,4.455843E+03,5.382539E+03,1.572753E-01,4.443152E-01
22:45:00,4.498778E+03,5.183321E+03,1.587906E-01,4.278702E-01
23:00:00,4.543367E+03,4.991743E+03,1.603643E-01,4.120558E-01
23:15:00,4.584333E+03,4.811054E+03,1.618101E-01,3.971400E-01
23:30:00,4.625032E+03,4.637208E+03,1.632465E-01,3.827892E-01
23:45:00,4.665673E+03,4.469417E+03,1.646808E-01,3.689382E-01
24:00:00,4.706332E+03,4.307304E+03,1.661158E-01,3.555558E-01
Peak,5.012495E+03,1.056515E+04,1.769190E-01,8.721220E-01

Peak Vol Flow (m3/s),,,1.529168E-01,7.538032E-01
