Time,LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,1.618228E+04,1.724127E+03,5.707677E-01,1.423783E-01
00:30:00,1.621442E+04,1.608281E+03,5.719011E-01,1.328104E-01
00:45:00,1.624527E+04,1.497935E+03,5.729889E-01,1.236969E-01
01:00:00,1.627521E+04,1.392775E+03,5.740447E-01,1.150117E-01
01:15:00,1.629334E+04,1.303785E+03,5.746840E-01,1.076619E-01
01:30:00,1.630824E+04,1.222047E+03,5.752094E-01,1.009114E-01
01:45:00,1.632106E+04,1.146476E+03,5.756615E-01,9.467032E-02
02:00:00,1.633235E+04,1.076412E+03,5.760598E-01,8.888399E-02
02:15:00,1.634013E+04,1.012891E+03,5.763341E-01,8.363797E-02
02:30:00,1.634663E+04,9.536641E+02,5.765635E-01,7.874675E-02
02:45:00,1.635235E+04,8.984088E+02,5.767650E-01,7.418356E-02
03:00:00,1.635745E+04,8.468586E+02,5.769452E-01,6.992638E-02
03:15:00,1.636183E+04,7.980369E+02,5.770996E-01,6.589458E-02
03:30:00,1.636565E+04,7.515313E+02,5.772342E-01,6.205408E-02
03:45:00,1.636912E+04,7.071493E+02,5.773566E-01,5.838898E-02
04:00:00,1.637226E+04,6.647561E+02,5.774673E-01,5.488814E-02
04:15:00,1.636836E+04,6.309239E+02,5.773297E-01,5.209422E-02
04:30:00,1.636219E+04,6.010637E+02,5.771121E-01,4.962843E-02
04:45:00,1.635451E+04,5.747052E+02,5.768414E-01,4.745183E-02
05:00:00,1.634586E+04,5.516903E+02,5.765364E-01,4.555136E-02
05:15:00,1.632679E+04,5.626528E+02,5.758639E-01,4.645631E-02
05:30:00,1.630459E+04,6.618208E+02,5.750814E-01,5.464517E-02
05:45:00,1.628044E+04,8.965036E+02,5.742298E-01,7.402705E-02
06:00:00,1.625474E+04,1.271274E+03,5.733237E-01,1.049815E-01
06:15:00,1.623220E+04,1.758819E+03,5.725291E-01,1.452453E-01
06:30:00,1.621110E+04,2.287408E+03,5.717848E-01,1.888945E-01
06:45:00,1.619068E+04,2.795693E+03,5.710649E-01,2.308615E-01
07:00:00,1.617081E+04,3.264616E+03,5.703645E-01,2.695711E-01
07:15:00,1.616433E+04,3.680977E+03,5.701361E-01,3.039402E-01
07:30:00,1.616007E+04,4.057921E+03,5.699860E-01,3.350555E-01
07:45:00,1.615715E+04,4.400756E+03,5.698831E-01,3.633550E-01
08:00:00,1.615521E+04,4.721015E+03,5.698146E-01,3.897917E-01
08:15:00,1.619331E+04,4.979920E+03,5.711583E-01,4.111644E-01
08:30:00,1.623663E+04,5.215604E+03,5.726854E-01,4.306211E-01
08:45:00,1.628315E+04,5.434474E+03,5.743245E-01,4.486907E-01
09:00:00,1.633184E+04,5.635461E+03,5.760399E-01,4.652842E-01
09:15:00,1.635610E+04,5.839895E+03,5.768937E-01,4.821627E-01
09:30:00,1.637884E+04,6.025020E+03,5.776944E-01,4.974472E-01
09:45:00,1.640083E+04,6.185663E+03,5.784686E-01,5.107105E-01
10:00:00,1.642240E+04,6.320310E+03,5.792286E-01,5.218273E-01
10:15:00,1.642884E+04,6.441468E+03,5.794551E-01,5.318344E-01
10:30:00,1.643335E+04,6.534606E+03,5.796140E-01,5.395294E-01
10:45:00,1.643678E+04,6.601058E+03,5.797349E-01,5.450210E-01
11:00:00,1.643945E+04,6.641143E+03,5.798289E-01,5.483356E-01
11:15:00,1.644110E+04,6.654710E+03,5.798869E-01,5.494569E-01
11:30:00,1.644246E+04,6.647985E+03,5.799351E-01,5.489060E-01
11:45:00,1.644362E+04,6.629254E+03,5.799759E-01,5.473667E-01
12:00:00,1.644459E+04,6.609159E+03,5.800102E-01,5.457151E-01
12:15:00,1.644534E+04,6.602463E+03,5.800367E-01,5.451753E-01
12:30:00,1.644610E+04,6.618676E+03,5.800636E-01,5.465292E-01
12:45:00,1.644685E+04,6.666054E+03,5.800903E-01,5.504549E-01
13:00:00,1.644759E+04,6.750525E+03,5.801165E-01,5.574438E-01
13:15:00,1.644871E+04,6.869773E+03,5.801561E-01,5.673212E-01
13:30:00,1.644974E+04,7.023452E+03,5.801922E-01,5.800408E-01
13:45:00,1.645069E+04,7.206043E+03,5.802257E-01,5.951495E-01
14:00:00,1.645158E+04,7.408255E+03,5.802572E-01,6.118797E-01
14:15:00,1.645198E+04,7.620207E+03,5.802712E-01,6.293935E-01
14:30:00,1.645222E+04,7.829759E+03,5.802796E-01,6.467040E-01
14:45:00,1.645235E+04,8.027239E+03,5.802837E-01,6.630157E-01
15:00:00,1.645237E+04,8.203329E+03,5.802846E-01,6.775463E-01
15:15:00,1.644523E+04,8.362403E+03,5.800326E-01,6.906536E-01
