Time,LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,1.417723E+04,1.718386E+03,5.000500E-01,1.419044E-01
00:30:00,1.420996E+04,1.612237E+03,5.012042E-01,1.331374E-01
00:45:00,1.424130E+04,1.510438E+03,5.023094E-01,1.247297E-01
01:00:00,1.427175E+04,1.412688E+03,5.033833E-01,1.166565E-01
01:15:00,1.429042E+04,1.330272E+03,5.040416E-01,1.098495E-01
01:30:00,1.430586E+04,1.254473E+03,5.045863E-01,1.035894E-01
01:45:00,1.431934E+04,1.184352E+03,5.050617E-01,9.779833E-02
02:00:00,1.433123E+04,1.119423E+03,5.054810E-01,9.243609E-02
02:15:00,1.433953E+04,1.060735E+03,5.057737E-01,8.758930E-02
02:30:00,1.434649E+04,1.005983E+03,5.060194E-01,8.306764E-02
02:45:00,1.435251E+04,9.548356E+02,5.062317E-01,7.884366E-02
03:00:00,1.435789E+04,9.070392E+02,5.064215E-01,7.489647E-02
03:15:00,1.436254E+04,8.617136E+02,5.065854E-01,7.115336E-02
03:30:00,1.436671E+04,8.185172E+02,5.067323E-01,6.758611E-02
03:45:00,1.437049E+04,7.772531E+02,5.068656E-01,6.417843E-02
04:00:00,1.437388E+04,7.377996E+02,5.069852E-01,6.092032E-02
04:15:00,1.437020E+04,7.068133E+02,5.068556E-01,5.836136E-02
04:30:00,1.436416E+04,6.796230E+02,5.066424E-01,5.611602E-02
04:45:00,1.435660E+04,6.557140E+02,5.063761E-01,5.414167E-02
05:00:00,1.434806E+04,6.348065E+02,5.060750E-01,5.241518E-02
05:15:00,1.432909E+04,6.393733E+02,5.054059E-01,5.279208E-02
05:30:00,1.430693E+04,6.898771E+02,5.046249E-01,5.696257E-02
05:45:00,1.428280E+04,8.057971E+02,5.037740E-01,6.653580E-02
06:00:00,1.425706E+04,9.902921E+02,5.028663E-01,8.177219E-02
06:15:00,1.423441E+04,1.228334E+03,5.020679E-01,1.014278E-01
06:30:00,1.421314E+04,1.480597E+03,5.013180E-01,1.222553E-01
06:45:00,1.419251E+04,1.726727E+03,5.005905E-01,1.425744E-01
07:00:00,1.417232E+04,1.959930E+03,4.998785E-01,1.618250E-01
07:15:00,1.416552E+04,2.168582E+03,4.996389E-01,1.790493E-01
07:30:00,1.416097E+04,2.369643E+03,4.994784E-01,1.956478E-01
