Time,CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Tot Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Tot Cool Cap [W]
00:15:00,5.801547E-01,1.620899E+04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.408477E-01,1.680745E+03,2.818592E+03
00:30:00,5.812852E-01,1.624058E+04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.313315E-01,1.567205E+03,2.662546E+03
00:45:00,5.823701E-01,1.627090E+04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.222787E-01,1.459191E+03,2.511921E+03
01:00:00,5.834230E-01,1.630032E+04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.136530E-01,1.356272E+03,2.365109E+03
01:15:00,5.840599E-01,1.631812E+04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.063493E-01,1.269128E+03,2.240983E+03
01:30:00,5.845831E-01,1.633274E+04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,9.963371E-02,1.188997E+03,2.125314E+03
01:45:00,5.850330E-01,1.634531E+04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,9.341212E-02,1.114761E+03,2.016355E+03
02:00:00,5.854293E-01,1.635638E+04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.763971E-02,1.045884E+03,1.913625E+03
02:15:00,5.857019E-01,1.636400E+04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,8.241200E-02,9.835059E+02,1.819750E+03
02:30:00,5.859298E-01,1.637037E+04,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,7.753946E-02,9.253649E+02,1.730932E+03
