Time,LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,1.644858E+04,1.705588E+03,5.801547E-01,1.408477E-01
00:30:00,1.648063E+04,1.590369E+03,5.812852E-01,1.313315E-01
00:45:00,1.651140E+04,1.480758E+03,5.823701E-01,1.222787E-01
01:00:00,1.654126E+04,1.376318E+03,5.834230E-01,1.136530E-01
01:15:00,1.655932E+04,1.287886E+03,5.840599E-01,1.063493E-01
01:30:00,1.657416E+04,1.206571E+03,5.845831E-01,9.963371E-02
01:45:00,1.658691E+04,1.131237E+03,5.850330E-01,9.341212E-02
02:00:00,1.659815E+04,1.061342E+03,5.854293E-01,8.763971E-02
02:15:00,1.660588E+04,9.980427E+02,5.857019E-01,8.241200E-02
02:30:00,1.661234E+04,9.390423E+02,5.859298E-01,7.753946E-02
02:45:00,1.661802E+04,8.840084E+02,5.861300E-01,7.299453E-02
03:00:00,1.662309E+04,8.326713E+02,5.863089E-01,6.875495E-02
03:15:00,1.662744E+04,7.840356E+02,5.864622E-01,6.473851E-02
03:30:00,1.663123E+04,7.376892E+02,5.865959E-01,6.091115E-02
03:45:00,1.663468E+04,6.934431E+02,5.867175E-01,5.725726E-02
04:00:00,1.663779E+04,6.511684E+02,5.868274E-01,5.376620E-02
04:15:00,1.663389E+04,6.174435E+02,5.866896E-01,5.098115E-02
04:30:00,1.662770E+04,5.876904E+02,5.864717E-01,4.852420E-02
04:45:00,1.662002E+04,5.614439E+02,5.862008E-01,4.635684E-02
05:00:00,1.661137E+04,5.385539E+02,5.858957E-01,4.446668E-02
05:15:00,1.659231E+04,5.490798E+02,5.852238E-01,4.533558E-02
05:30:00,1.657013E+04,6.469981E+02,5.844419E-01,5.342125E-02
05:45:00,1.654600E+04,8.787102E+02,5.835912E-01,7.255777E-02
06:00:00,1.652034E+04,1.248891E+03,5.826861E-01,1.031331E-01
06:15:00,1.649783E+04,1.727874E+03,5.818925E-01,1.426899E-01
06:30:00,1.647675E+04,2.246645E+03,5.811494E-01,1.855284E-01
06:45:00,1.645638E+04,2.746531E+03,5.804309E-01,2.268021E-01
07:00:00,1.643655E+04,3.208988E+03,5.797319E-01,2.649780E-01
07:15:00,1.643009E+04,3.615028E+03,5.795046E-01,2.984951E-01
07:30:00,1.642587E+04,3.986217E+03,5.793557E-01,3.291355E-01
07:45:00,1.642298E+04,4.327166E+03,5.792538E-01,3.572796E-01
08:00:00,1.642107E+04,4.646006E+03,5.791864E-01,3.835992E-01
08:15:00,1.645917E+04,4.909049E+03,5.805301E-01,4.053138E-01
08:30:00,1.650250E+04,5.144658E+03,5.820572E-01,4.247644E-01
08:45:00,1.654901E+04,5.358489E+03,5.836963E-01,4.424180E-01
09:00:00,1.659769E+04,5.551963E+03,5.854113E-01,4.583912E-01
09:15:00,1.662196E+04,5.747126E+03,5.862650E-01,4.745043E-01
09:30:00,1.664468E+04,5.922307E+03,5.870651E-01,4.889678E-01
09:45:00,1.666664E+04,6.073237E+03,5.878386E-01,5.014291E-01
10:00:00,1.668819E+04,6.199206E+03,5.885977E-01,5.118294E-01
10:15:00,1.669462E+04,6.310946E+03,5.888237E-01,5.210589E-01
10:30:00,1.669911E+04,6.396328E+03,5.889820E-01,5.281135E-01
10:45:00,1.670253E+04,6.457806E+03,5.891023E-01,5.331943E-01
11:00:00,1.670518E+04,6.495982E+03,5.891959E-01,5.363513E-01
11:15:00,1.670682E+04,6.501428E+03,5.892534E-01,5.368020E-01
11:30:00,1.670817E+04,6.490352E+03,5.893012E-01,5.358918E-01
11:45:00,1.670932E+04,6.473271E+03,5.893417E-01,5.344886E-01
12:00:00,1.671028E+04,6.459086E+03,5.893757E-01,5.333250E-01
12:15:00,1.671102E+04,6.473587E+03,5.894019E-01,5.345355E-01
12:30:00,1.671177E+04,6.509951E+03,5.894285E-01,5.375536E-01
12:45:00,1.671252E+04,6.570093E+03,5.894549E-01,5.425332E-01
13:00:00,1.671325E+04,6.658928E+03,5.894809E-01,5.498824E-01
13:15:00,1.671437E+04,6.777866E+03,5.895203E-01,5.597337E-01
13:30:00,1.671539E+04,6.927701E+03,5.895562E-01,5.721355E-01
13:45:00,1.671633E+04,7.104251E+03,5.895896E-01,5.867449E-01
