Time,LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,3.911107E+03,3.817695E+03,1.380484E-01,3.151399E-01
00:30:00,3.943267E+03,3.688715E+03,1.391834E-01,3.044928E-01
00:45:00,3.974250E+03,3.566436E+03,1.402769E-01,2.943989E-01
01:00:00,4.004260E+03,3.450260E+03,1.413361E-01,2.848088E-01
01:15:00,4.023035E+03,3.351969E+03,1.419987E-01,2.766950E-01
01:30:00,4.038823E+03,3.262337E+03,1.425559E-01,2.692961E-01
01:45:00,4.052630E+03,3.180030E+03,1.430432E-01,2.625017E-01
02:00:00,4.064993E+03,3.104367E+03,1.434795E-01,2.562560E-01
02:15:00,4.073944E+03,3.036081E+03,1.437954E-01,2.506191E-01
02:30:00,4.081525E+03,2.972710E+03,1.440630E-01,2.453881E-01
02:45:00,4.088069E+03,2.913756E+03,1.442940E-01,2.405215E-01
03:00:00,4.093805E+03,2.858874E+03,1.444964E-01,2.359912E-01
03:15:00,4.098656E+03,2.806927E+03,1.446676E-01,2.317031E-01
03:30:00,4.103012E+03,2.757483E+03,1.448213E-01,2.276217E-01
03:45:00,4.106972E+03,2.710316E+03,1.449611E-01,2.237281E-01
04:00:00,4.110592E+03,2.665240E+03,1.450888E-01,2.200073E-01
04:15:00,4.107531E+03,2.629940E+03,1.449808E-01,2.170934E-01
04:30:00,4.102332E+03,2.599374E+03,1.447973E-01,2.145702E-01
04:45:00,4.095691E+03,2.572689E+03,1.445630E-01,2.123674E-01
05:00:00,4.087900E+03,2.549504E+03,1.442880E-01,2.104536E-01
05:15:00,4.070138E+03,2.541767E+03,1.436611E-01,2.098150E-01
05:30:00,4.049552E+03,2.542151E+03,1.429345E-01,2.098467E-01
05:45:00,4.027044E+03,2.549973E+03,1.421402E-01,2.104924E-01
06:00:00,4.003041E+03,2.586306E+03,1.412931E-01,2.134916E-01
06:15:00,3.981695E+03,2.671154E+03,1.405397E-01,2.204955E-01
06:30:00,3.961348E+03,2.813884E+03,1.398216E-01,2.322776E-01
06:45:00,3.941487E+03,3.010765E+03,1.391206E-01,2.485299E-01
07:00:00,3.921959E+03,3.228082E+03,1.384314E-01,2.664692E-01
