Time,LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,4.056286E+03,3.902530E+03,1.431723E-01,3.221427E-01
00:30:00,4.088320E+03,3.770311E+03,1.443029E-01,3.112282E-01
00:45:00,4.119035E+03,3.645096E+03,1.453869E-01,3.008920E-01
01:00:00,4.148868E+03,3.526247E+03,1.464398E-01,2.910812E-01
01:15:00,4.167473E+03,3.425450E+03,1.470964E-01,2.827606E-01
01:30:00,4.182969E+03,3.333603E+03,1.476433E-01,2.751788E-01
01:45:00,4.196547E+03,3.249296E+03,1.481225E-01,2.682195E-01
02:00:00,4.208667E+03,3.171843E+03,1.485503E-01,2.618259E-01
02:15:00,4.217352E+03,3.101936E+03,1.488568E-01,2.560552E-01
02:30:00,4.224668E+03,3.037102E+03,1.491150E-01,2.507033E-01
02:45:00,4.230964E+03,2.976817E+03,1.493372E-01,2.457270E-01
03:00:00,4.236471E+03,2.920726E+03,1.495316E-01,2.410968E-01
03:15:00,4.241115E+03,2.867658E+03,1.496955E-01,2.367162E-01
03:30:00,4.245273E+03,2.817159E+03,1.498422E-01,2.325477E-01
03:45:00,4.249049E+03,2.768985E+03,1.499755E-01,2.285711E-01
04:00:00,4.252499E+03,2.722937E+03,1.500973E-01,2.247700E-01
04:15:00,4.249294E+03,2.686632E+03,1.499841E-01,2.217730E-01
04:30:00,4.243874E+03,2.655159E+03,1.497928E-01,2.191751E-01
04:45:00,4.237000E+03,2.627623E+03,1.495502E-01,2.169021E-01
05:00:00,4.228985E+03,2.603646E+03,1.492674E-01,2.149228E-01
05:15:00,4.211039E+03,2.595182E+03,1.486340E-01,2.142242E-01
05:30:00,4.190186E+03,2.595052E+03,1.478980E-01,2.142135E-01
05:45:00,4.167409E+03,2.602677E+03,1.470942E-01,2.148429E-01
06:00:00,4.143163E+03,2.653199E+03,1.462385E-01,2.190133E-01
06:15:00,4.121559E+03,2.784426E+03,1.454760E-01,2.298458E-01
06:30:00,4.101082E+03,3.014319E+03,1.447533E-01,2.488228E-01
06:45:00,4.081150E+03,3.336943E+03,1.440499E-01,2.754548E-01
07:00:00,4.061584E+03,3.707299E+03,1.433593E-01,3.060271E-01
07:15:00,4.054962E+03,4.066787E+03,1.431257E-01,3.357024E-01
07:30:00,4.050387E+03,4.402799E+03,1.429643E-01,3.634401E-01
07:45:00,4.047096E+03,4.715483E+03,1.428481E-01,3.892517E-01
