Time,LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,1.618228E+04,1.723083E+03,5.707676E-01,1.422921E-01
00:30:00,1.621442E+04,1.607338E+03,5.719010E-01,1.327325E-01
00:45:00,1.624527E+04,1.497081E+03,5.729889E-01,1.236263E-01
01:00:00,1.627521E+04,1.392000E+03,5.740447E-01,1.149477E-01
01:15:00,1.629334E+04,1.303080E+03,5.746839E-01,1.076037E-01
01:30:00,1.630824E+04,1.221403E+03,5.752094E-01,1.008583E-01
01:45:00,1.632106E+04,1.145888E+03,5.756615E-01,9.462171E-02
02:00:00,1.633235E+04,1.075873E+03,5.760597E-01,8.883940E-02
02:15:00,1.634013E+04,1.012395E+03,5.763340E-01,8.359706E-02
02:30:00,1.634663E+04,9.532092E+02,5.765635E-01,7.870918E-02
02:45:00,1.635235E+04,8.979908E+02,5.767650E-01,7.414903E-02
03:00:00,1.635745E+04,8.464740E+02,5.769451E-01,6.989462E-02
03:15:00,1.636183E+04,7.976829E+02,5.770995E-01,6.586535E-02
03:30:00,1.636565E+04,7.512053E+02,5.772342E-01,6.202716E-02
03:45:00,1.636912E+04,7.068490E+02,5.773566E-01,5.836418E-02
04:00:00,1.637226E+04,6.644797E+02,5.774672E-01,5.486531E-02
04:15:00,1.636836E+04,6.306695E+02,5.773296E-01,5.207322E-02
04:30:00,1.636218E+04,6.008294E+02,5.771120E-01,4.960908E-02
04:45:00,1.635451E+04,5.744896E+02,5.768413E-01,4.743402E-02
05:00:00,1.634585E+04,5.514928E+02,5.765362E-01,4.553505E-02
05:15:00,1.632678E+04,5.625753E+02,5.758637E-01,4.644991E-02
05:30:00,1.630458E+04,6.618054E+02,5.750811E-01,5.464391E-02
05:45:00,1.628043E+04,8.961480E+02,5.742295E-01,7.399769E-02
06:00:00,1.625473E+04,1.269902E+03,5.733234E-01,1.048682E-01
06:15:00,1.623219E+04,1.755647E+03,5.725288E-01,1.449833E-01
06:30:00,1.621108E+04,2.281793E+03,5.717845E-01,1.884307E-01
06:45:00,1.619067E+04,2.787368E+03,5.710646E-01,2.301740E-01
07:00:00,1.617080E+04,3.253636E+03,5.703641E-01,2.686643E-01
07:15:00,1.616431E+04,3.667513E+03,5.701358E-01,3.028284E-01
07:30:00,1.616006E+04,4.042250E+03,5.699857E-01,3.337615E-01
07:45:00,1.615714E+04,4.383200E+03,5.698827E-01,3.619054E-01
08:00:00,1.615520E+04,4.701911E+03,5.698143E-01,3.882142E-01
08:15:00,1.619330E+04,4.959479E+03,5.711580E-01,4.094766E-01
08:30:00,1.623663E+04,5.193931E+03,5.726851E-01,4.288316E-01
08:45:00,1.628314E+04,5.411588E+03,5.743243E-01,4.468011E-01
09:00:00,1.633183E+04,5.611325E+03,5.760398E-01,4.632914E-01
09:15:00,1.635610E+04,5.814525E+03,5.768936E-01,4.800680E-01
09:30:00,1.637884E+04,5.998511E+03,5.776943E-01,4.952585E-01
09:45:00,1.640082E+04,6.158195E+03,5.784685E-01,5.084426E-01
10:00:00,1.642239E+04,6.292192E+03,5.792285E-01,5.195057E-01
10:15:00,1.642884E+04,6.413075E+03,5.794550E-01,5.294901E-01
10:30:00,1.643335E+04,6.506343E+03,5.796139E-01,5.371958E-01
10:45:00,1.643678E+04,6.573303E+03,5.797348E-01,5.427293E-01
11:00:00,1.643945E+04,6.614124E+03,5.798288E-01,5.461046E-01
11:15:00,1.644109E+04,6.628502E+03,5.798868E-01,5.472929E-01
11:30:00,1.644246E+04,6.622506E+03,5.799350E-01,5.468023E-01
11:45:00,1.644362E+04,6.604320E+03,5.799758E-01,5.453080E-01
12:00:00,1.644459E+04,6.584603E+03,5.800102E-01,5.436874E-01
12:15:00,1.644534E+04,6.578207E+03,5.800367E-01,5.431723E-01
12:30:00,1.644610E+04,6.594839E+03,5.800635E-01,5.445609E-01
12:45:00,1.644685E+04,6.642744E+03,5.800902E-01,5.485301E-01
13:00:00,1.644759E+04,6.727751E+03,5.801164E-01,5.555632E-01
13:15:00,1.644871E+04,6.847422E+03,5.801560E-01,5.654754E-01
13:30:00,1.644973E+04,7.001189E+03,5.801921E-01,5.782023E-01
13:45:00,1.645068E+04,7.183531E+03,5.802257E-01,5.932904E-01
14:00:00,1.645158E+04,7.385141E+03,5.802571E-01,6.099708E-01
14:15:00,1.645198E+04,7.596157E+03,5.802711E-01,6.274072E-01
14:30:00,1.645222E+04,7.804501E+03,5.802795E-01,6.446179E-01
14:45:00,1.645234E+04,8.000563E+03,5.802836E-01,6.608125E-01
15:00:00,1.645237E+04,8.175229E+03,5.802845E-01,6.752255E-01
15:15:00,1.644522E+04,8.332991E+03,5.800325E-01,6.882245E-01
15:30:00,1.643615E+04,8.463176E+03,5.797124E-01,6.989434E-01
15:45:00,1.642590E+04,8.561881E+03,5.793510E-01,7.070518E-01
16:00:00,1.641476E+04,8.630352E+03,5.789585E-01,7.126704E-01
16:15:00,1.638420E+04,8.689474E+03,5.778810E-01,7.175334E-01
