Time,LIVING_UNIT1:SACRAMENTO METROPOLITAN AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:SACRAMENTO METROPOLITAN AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:SACRAMENTO METROPOLITAN AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:SACRAMENTO METROPOLITAN AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,6.113520E+03,2.941966E+03,2.157578E-01,2.428709E-01
00:30:00,6.136211E+03,2.803832E+03,2.165584E-01,2.314670E-01
00:45:00,6.158570E+03,2.668246E+03,2.173474E-01,2.202737E-01
01:00:00,6.180789E+03,2.534866E+03,2.181314E-01,2.092623E-01
01:15:00,6.192962E+03,2.415361E+03,2.185609E-01,1.993966E-01
01:30:00,6.203490E+03,2.300665E+03,2.189323E-01,1.899292E-01
01:45:00,6.213190E+03,2.190695E+03,2.192746E-01,1.808520E-01
02:00:00,6.222314E+03,2.085407E+03,2.195966E-01,1.721613E-01
02:15:00,6.228888E+03,1.985535E+03,2.198285E-01,1.639176E-01
02:30:00,6.234897E+03,1.889396E+03,2.200406E-01,1.559806E-01
02:45:00,6.240597E+03,1.796614E+03,2.202417E-01,1.483207E-01
03:00:00,6.246063E+03,1.707241E+03,2.204346E-01,1.409423E-01
03:15:00,6.251047E+03,1.619968E+03,2.206105E-01,1.337372E-01
03:30:00,6.255831E+03,1.534483E+03,2.207793E-01,1.266798E-01
03:45:00,6.260463E+03,1.450696E+03,2.209427E-01,1.197624E-01
04:00:00,6.264950E+03,1.368551E+03,2.211010E-01,1.129808E-01
04:15:00,6.263329E+03,1.295544E+03,2.210438E-01,1.069534E-01
04:30:00,6.260192E+03,1.226889E+03,2.209331E-01,1.012854E-01
04:45:00,6.256200E+03,1.162043E+03,2.207923E-01,9.593200E-02
05:00:00,6.251523E+03,1.100863E+03,2.206273E-01,9.088114E-02
05:15:00,6.237813E+03,1.065156E+03,2.201435E-01,8.793321E-02
05:30:00,6.222240E+03,1.104437E+03,2.195940E-01,9.117601E-02
05:45:00,6.205625E+03,1.264790E+03,2.190078E-01,1.044146E-01
06:00:00,6.188189E+03,1.551865E+03,2.183925E-01,1.281155E-01
06:15:00,6.173392E+03,1.945518E+03,2.178704E-01,1.606139E-01
06:30:00,6.159375E+03,2.355632E+03,2.173758E-01,1.944696E-01
06:45:00,6.145461E+03,2.734820E+03,2.168849E-01,2.257706E-01
07:00:00,6.131538E+03,3.071358E+03,2.163936E-01,2.535492E-01
07:15:00,6.129826E+03,3.359690E+03,2.163334E-01,2.773485E-01
07:30:00,6.129191E+03,3.635108E+03,2.163110E-01,3.000828E-01
07:45:00,6.129104E+03,3.890587E+03,2.163080E-01,3.211715E-01
08:00:00,6.129398E+03,4.130156E+03,2.163183E-01,3.409471E-01
08:15:00,6.167361E+03,4.314129E+03,2.176582E-01,3.561334E-01
08:30:00,6.208418E+03,4.487439E+03,2.191068E-01,3.704396E-01
08:45:00,6.250961E+03,4.659000E+03,2.206077E-01,3.846015E-01
09:00:00,6.294644E+03,4.828325E+03,2.221488E-01,3.985789E-01
09:15:00,6.314227E+03,5.002764E+03,2.228393E-01,4.129787E-01
09:30:00,6.332714E+03,5.159749E+03,2.234912E-01,4.259380E-01
09:45:00,6.350951E+03,5.300332E+03,2.241344E-01,4.375435E-01
10:00:00,6.369057E+03,5.406988E+03,2.247730E-01,4.463482E-01
10:15:00,6.372813E+03,5.560269E+03,2.249052E-01,4.590024E-01
10:30:00,6.375559E+03,5.695301E+03,2.250020E-01,4.701499E-01
10:45:00,6.377834E+03,5.819937E+03,2.250821E-01,4.804393E-01
11:00:00,6.379777E+03,5.960368E+03,2.251506E-01,4.920332E-01
11:15:00,6.381089E+03,6.012922E+03,2.251969E-01,4.963723E-01
11:30:00,6.382316E+03,6.061644E+03,2.252402E-01,5.003951E-01
11:45:00,6.383460E+03,6.109571E+03,2.252805E-01,5.043531E-01
12:00:00,6.384530E+03,6.151357E+03,2.253183E-01,5.078039E-01
12:15:00,6.385434E+03,6.236026E+03,2.253502E-01,5.147957E-01
12:30:00,6.386375E+03,6.345965E+03,2.253834E-01,5.238743E-01
12:45:00,6.387329E+03,6.474785E+03,2.254171E-01,5.345110E-01
13:00:00,6.388283E+03,6.622662E+03,2.254508E-01,5.467218E-01
13:15:00,6.389648E+03,6.786379E+03,2.254990E-01,5.602410E-01
13:30:00,6.390948E+03,6.999765E+03,2.255449E-01,5.778601E-01
13:45:00,6.392203E+03,7.235426E+03,2.255892E-01,5.973237E-01
14:00:00,6.393421E+03,7.480025E+03,2.256321E-01,6.175252E-01
14:15:00,6.394191E+03,7.761440E+03,2.256593E-01,6.407648E-01
14:30:00,6.394853E+03,8.009710E+03,2.256826E-01,6.612683E-01
14:45:00,6.395436E+03,8.192311E+03,2.257031E-01,6.763417E-01
15:00:00,6.395956E+03,8.366692E+03,2.257215E-01,6.907311E-01
15:15:00,6.390094E+03,8.505211E+03,2.255145E-01,7.021592E-01
15:30:00,6.383027E+03,8.612217E+03,2.252652E-01,7.109833E-01
15:45:00,6.375312E+03,8.746223E+03,2.249930E-01,7.220382E-01
16:00:00,6.367147E+03,8.850288E+03,2.247049E-01,7.306234E-01
16:15:00,6.341399E+03,8.942999E+03,2.237963E-01,7.382711E-01
16:30:00,6.312841E+03,9.016150E+03,2.227887E-01,7.443064E-01
16:45:00,6.282752E+03,9.055694E+03,2.217272E-01,7.475676E-01
17:00:00,6.251442E+03,9.071752E+03,2.206225E-01,7.488912E-01
17:15:00,6.204908E+03,9.080280E+03,2.189807E-01,7.495940E-01
17:30:00,6.157782E+03,9.062511E+03,2.173180E-01,7.481251E-01
17:45:00,6.110087E+03,9.013045E+03,2.156354E-01,7.440408E-01
18:00:00,6.061847E+03,8.917623E+03,2.139336E-01,7.361632E-01
