Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Ground Temperature [C](Each Call),LIVING_UNIT1:Zone Mean Air Temperature [C](Each Call),ATTIC_UNIT1:Zone Mean Air Temperature [C](Each Call),LIVING_UNIT1:Zone Predicted Sensible Load to Setpoint Heat Transfer Rate [W](Hourly),ATTIC_UNIT1:Zone Predicted Sensible Load to Setpoint Heat Transfer Rate [W](Hourly),MAIN GAS HEATING COIL_UNIT1:Heating Coil Heating Rate [W](Hourly),DX COOLING COIL_UNIT1:Cooling Coil Total Cooling Rate [W](Hourly) 
 12/21  00:15:00,,18.0,22.220000000000249,-4.6717011910915249 
 12/21  00:30:00,,18.0,22.220000000000078,-4.671841955314908 
 12/21  00:45:00,,18.0,22.220000000000057,-4.672045688862876 
 12/21  01:00:00,-0.3,18.0,22.220000000000057,-4.67230841286293,5264.072851348928,0.0,4887.89096959981,0.0 
 12/21  01:15:00,,18.0,22.220000000000089,-4.6726239516636289 
 12/21  01:30:00,,18.0,22.219999999999869,-4.672984342366472 
 12/21  01:45:00,,18.0,22.219999999999897,-4.673380876937273 
 12/21  02:00:00,-0.3,18.0,22.220000000000004,-4.673772968017954,5309.519138526555,0.0,4930.089568093714,0.0 
 12/21  02:15:00,,18.0,22.219999999999908,-4.674208146021899 
 12/21  02:30:00,,18.0,22.22000000000004,-4.674642481446696 
 12/21  02:45:00,,18.0,22.219999999999918,-4.675065817788957 
 12/21  03:00:00,-0.3,18.0,22.22000000000005,-4.675494357987309,5332.077494108744,0.0,4951.035855436735,0.0 
 12/21  03:15:00,,18.0,22.220000000000064,-4.675926923238943 
 12/21  03:30:00,,18.0,22.220000000000036,-4.6763540807951939 
 12/21  03:45:00,,18.0,22.220000000000128,-4.676770225685547 
 12/21  04:00:00,-0.3,18.0,22.219999999999904,-4.677173417307813,5352.037262981188,0.0,4969.569256623008,0.0 
 12/21  04:15:00,,18.0,22.220000000000078,-4.677595061108001 
 12/21  04:30:00,,18.0,22.22000000000004,-4.677978927009224 
 12/21  04:45:00,,18.0,22.219999999999815,-4.678256961433328 
 12/21  05:00:00,-0.3,18.0,22.219999999999954,-4.678491369216947,5339.50150857434,0.0,4957.929333982739,0.0 
 12/21  05:15:00,,18.0,22.2199999999999,-4.678850214870789 
 12/21  05:30:00,,18.0,22.220000000000018,-4.679222073773758 
 12/21  05:45:00,,18.0,22.220000000000114,-4.679496529873543 
 12/21  06:00:00,-0.3,18.0,22.220000000000018,-4.679706464976562,5277.0674054438209,0.0,4899.956905122949,0.0 
 12/21  06:15:00,,18.0,22.220000000000107,-4.679904676555399 
 12/21  06:30:00,,18.0,22.220000000000053,-4.680073204921561 
 12/21  06:45:00,,18.0,22.220000000000124,-4.680182679470095 
 12/21  07:00:00,-0.3,18.0,22.219999999999979,-4.680243182818243,5219.583123238928,0.0,4846.580572420644,0.0 
 12/21  07:15:00,,18.0,22.219999999999997,-4.680268805536404 
 12/21  07:30:00,,18.0,22.219999999999947,-4.680261899615743 
 12/21  07:45:00,,18.0,22.21999999999999,-4.680231772750291 
 12/21  08:00:00,-0.3,18.0,22.220000000000089,-4.680183167113409,5218.112806460174,0.0,4845.21532761717,0.0 
 12/21  08:15:00,,18.0,22.220000000000135,-4.680082942669813 
 12/21  08:30:00,,18.0,22.220000000000068,-4.679955013047212 
 12/21  08:45:00,,18.0,22.220000000000085,-4.679834610364849 
 12/21  09:00:00,-0.3,18.0,22.220000000000053,-4.6797216454361039,5381.662300634009,0.0,4997.077225852639,0.0 
 12/21  09:15:00,,18.0,22.219999999999979,-4.679604635350686 
 12/21  09:30:00,,18.0,22.220000000000046,-4.679506227401296 
 12/21  09:45:00,,18.0,22.22000000000022,-4.679434731851716 
 12/21  10:00:00,-0.3,18.0,22.21999999999994,-4.679386427305469,5456.700708392185,0.0,5066.7532288281449,0.0 
 12/21  10:15:00,,18.0,22.21999999999987,-4.679364281037176 
 12/21  10:30:00,,18.0,22.220000000000036,-4.679362789036132 
 12/21  10:45:00,,18.0,22.220000000000004,-4.679376615233821 
 12/21  11:00:00,-0.3,18.0,22.220000000000036,-4.679405005844971,5467.13431632794,0.0,5076.441228871005,0.0 
 12/21  11:15:00,,18.0,22.21999999999993,-4.679447420471209 
 12/21  11:30:00,,18.0,22.22,-4.679501742369439 
 12/21  11:45:00,,18.0,22.219999999999869,-4.679565348972799 
 12/21  12:00:00,-0.3,18.0,22.22000000000014,-4.679635974263383,5472.183509056484,0.0,5081.129595509933,0.0 
 12/21  12:15:00,,18.0,22.2200000000002,-4.67971172955835 
 12/21  12:30:00,,18.0,22.220000000000018,-4.679790963699315 
 12/21  12:45:00,,18.0,22.220000000000096,-4.679872277221887 
 12/21  13:00:00,-0.3,18.0,22.21999999999995,-4.679954576315939,5475.36364044553,0.0,5084.082467922282,0.0 
 12/21  13:15:00,,18.0,22.219999999999897,-4.680037046342475 
 12/21  13:30:00,,18.0,22.219999999999979,-4.680119070353689 
 12/21  13:45:00,,18.0,22.219999999999918,-4.680200166023298 
 12/21  14:00:00,-0.3,18.0,22.220000000000025,-4.6802799580909639,5480.863167358,0.0,5089.188986903299,0.0 
 12/21  14:15:00,,18.0,22.220000000000188,-4.680358158527954 
 12/21  14:30:00,,18.0,22.220000000000096,-4.680434539497873 
 12/21  14:45:00,,18.0,22.220000000000146,-4.680508900539332 
 12/21  15:00:00,-0.3,18.0,22.22000000000005,-4.680581045077054,5484.117438832407,0.0,5092.210701192016,0.0 
 12/21  15:15:00,,18.0,22.220000000000128,-4.680678009354875 
