Time,LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:MINNEAPOLIS ST PAUL INTL ARP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,1.459061E+04,1.697801E+03,5.146250E-01,1.402051E-01
00:30:00,1.462318E+04,1.590972E+03,5.157737E-01,1.313818E-01
00:45:00,1.465435E+04,1.488602E+03,5.168728E-01,1.229269E-01
01:00:00,1.468462E+04,1.390385E+03,5.179402E-01,1.148151E-01
01:15:00,1.470319E+04,1.307570E+03,5.185949E-01,1.079752E-01
01:30:00,1.471851E+04,1.231469E+03,5.191352E-01,1.016901E-01
01:45:00,1.473182E+04,1.161144E+03,5.196048E-01,9.588219E-02
02:00:00,1.474356E+04,1.096112E+03,5.200188E-01,9.051144E-02
02:15:00,1.475173E+04,1.037375E+03,5.203069E-01,8.566055E-02
02:30:00,1.475857E+04,9.826478E+02,5.205482E-01,8.114091E-02
02:45:00,1.476447E+04,9.315923E+02,5.207565E-01,7.692453E-02
03:00:00,1.476975E+04,8.839832E+02,5.209426E-01,7.299281E-02
03:15:00,1.477430E+04,8.389506E+02,5.211032E-01,6.927390E-02
03:30:00,1.477838E+04,7.961203E+02,5.212471E-01,6.573689E-02
03:45:00,1.478200E+04,7.552017E+02,5.213746E-01,6.235775E-02
04:00:00,1.478532E+04,7.159763E+02,5.214918E-01,5.911843E-02
04:15:00,1.478167E+04,6.849916E+02,5.213628E-01,5.655958E-02
04:30:00,1.477560E+04,6.576203E+02,5.211489E-01,5.429924E-02
04:45:00,1.476810E+04,6.334478E+02,5.208845E-01,5.230308E-02
05:00:00,1.475953E+04,6.122679E+02,5.205825E-01,5.055408E-02
05:15:00,1.474060E+04,6.178553E+02,5.199148E-01,5.101524E-02
05:30:00,1.471849E+04,6.753962E+02,5.191355E-01,5.576683E-02
05:45:00,1.469439E+04,8.065172E+02,5.182857E-01,6.659556E-02
06:00:00,1.466869E+04,1.012657E+03,5.173796E-01,8.361991E-02
06:15:00,1.464604E+04,1.274448E+03,5.165810E-01,1.052371E-01
06:30:00,1.462480E+04,1.556563E+03,5.158319E-01,1.285301E-01
06:45:00,1.460423E+04,1.830917E+03,5.151067E-01,1.511798E-01
07:00:00,1.458411E+04,2.089010E+03,5.143972E-01,1.724851E-01
07:15:00,1.457732E+04,2.317780E+03,5.141582E-01,1.913702E-01
07:30:00,1.457280E+04,2.532475E+03,5.139989E-01,2.090940E-01
07:45:00,1.456966E+04,2.735341E+03,5.138878E-01,2.258413E-01
08:00:00,1.456750E+04,2.931134E+03,5.138116E-01,2.420046E-01
08:15:00,1.460525E+04,3.081427E+03,5.151430E-01,2.544119E-01
08:30:00,1.464828E+04,3.217651E+03,5.166598E-01,2.656581E-01
08:45:00,1.469456E+04,3.344058E+03,5.182905E-01,2.760941E-01
