Time,LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,3.991791E+03,3.834559E+03,1.408960E-01,3.165319E-01
00:30:00,4.023800E+03,3.705175E+03,1.420257E-01,3.058515E-01
00:45:00,4.054489E+03,3.582520E+03,1.431088E-01,2.957265E-01
01:00:00,4.084299E+03,3.466028E+03,1.441609E-01,2.861103E-01
01:15:00,4.102889E+03,3.367341E+03,1.448169E-01,2.779639E-01
01:30:00,4.118377E+03,3.277391E+03,1.453636E-01,2.705387E-01
01:45:00,4.131954E+03,3.194810E+03,1.458427E-01,2.637218E-01
02:00:00,4.144077E+03,3.118883E+03,1.462706E-01,2.574542E-01
02:15:00,4.152769E+03,3.050401E+03,1.465774E-01,2.518012E-01
02:30:00,4.160094E+03,2.986874E+03,1.468359E-01,2.465572E-01
02:45:00,4.166399E+03,2.927785E+03,1.470584E-01,2.416795E-01
03:00:00,4.171916E+03,2.872787E+03,1.472531E-01,2.371396E-01
03:15:00,4.176569E+03,2.820752E+03,1.474174E-01,2.328443E-01
03:30:00,4.180736E+03,2.771239E+03,1.475644E-01,2.287571E-01
03:45:00,4.184520E+03,2.724010E+03,1.476980E-01,2.248585E-01
04:00:00,4.187979E+03,2.678874E+03,1.478200E-01,2.211326E-01
04:15:00,4.184781E+03,2.643425E+03,1.477071E-01,2.182064E-01
04:30:00,4.179373E+03,2.612748E+03,1.475163E-01,2.156742E-01
04:45:00,4.172514E+03,2.585947E+03,1.472742E-01,2.134618E-01
05:00:00,4.164519E+03,2.562645E+03,1.469920E-01,2.115384E-01
05:15:00,4.146597E+03,2.554702E+03,1.463595E-01,2.108827E-01
05:30:00,4.125773E+03,2.554914E+03,1.456246E-01,2.109002E-01
05:45:00,4.103030E+03,2.562614E+03,1.448219E-01,2.115358E-01
06:00:00,4.078822E+03,2.603599E+03,1.439675E-01,2.149191E-01
06:15:00,4.057260E+03,2.703780E+03,1.432066E-01,2.231886E-01
06:30:00,4.036821E+03,2.874224E+03,1.424852E-01,2.372584E-01
06:45:00,4.016922E+03,3.109265E+03,1.417829E-01,2.566607E-01
07:00:00,3.997384E+03,3.375884E+03,1.410934E-01,2.786698E-01
