Time,LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:PHOENIX SKY HARBOR INTL AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,3.904511E+03,3.862247E+03,1.378157E-01,3.188175E-01
00:30:00,3.936685E+03,3.730878E+03,1.389512E-01,3.079732E-01
00:45:00,3.967568E+03,3.606477E+03,1.400412E-01,2.977041E-01
01:00:00,3.997554E+03,3.488410E+03,1.410995E-01,2.879579E-01
01:15:00,4.016269E+03,3.388340E+03,1.417600E-01,2.796973E-01
01:30:00,4.031880E+03,3.297131E+03,1.423109E-01,2.721682E-01
01:45:00,4.045592E+03,3.213370E+03,1.427949E-01,2.652539E-01
02:00:00,4.057856E+03,3.136362E+03,1.432277E-01,2.588971E-01
02:15:00,4.066654E+03,3.066861E+03,1.435382E-01,2.531599E-01
02:30:00,4.074092E+03,3.002395E+03,1.438007E-01,2.478384E-01
02:45:00,4.080500E+03,2.942438E+03,1.440269E-01,2.428892E-01
03:00:00,4.086109E+03,2.886636E+03,1.442249E-01,2.382829E-01
03:15:00,4.090844E+03,2.833874E+03,1.443920E-01,2.339275E-01
03:30:00,4.095085E+03,2.783697E+03,1.445416E-01,2.297855E-01
03:45:00,4.098937E+03,2.735861E+03,1.446776E-01,2.258368E-01
04:00:00,4.102456E+03,2.690169E+03,1.448018E-01,2.220651E-01
04:15:00,4.099261E+03,2.654193E+03,1.446890E-01,2.190954E-01
04:30:00,4.093881E+03,2.623012E+03,1.444991E-01,2.165215E-01
04:45:00,4.087050E+03,2.595757E+03,1.442580E-01,2.142716E-01
05:00:00,4.079067E+03,2.572031E+03,1.439763E-01,2.123131E-01
05:15:00,4.061087E+03,2.563662E+03,1.433417E-01,2.116223E-01
05:30:00,4.040191E+03,2.563447E+03,1.426042E-01,2.116046E-01
05:45:00,4.017397E+03,2.570727E+03,1.417998E-01,2.122056E-01
06:00:00,3.993123E+03,2.615430E+03,1.409431E-01,2.158957E-01
06:15:00,3.971528E+03,2.731215E+03,1.401809E-01,2.254534E-01
06:30:00,3.951029E+03,2.935829E+03,1.394574E-01,2.423437E-01
06:45:00,3.931044E+03,3.225899E+03,1.387521E-01,2.662885E-01
07:00:00,3.911417E+03,3.552722E+03,1.380594E-01,2.932673E-01
07:15:00,3.904788E+03,3.871214E+03,1.378256E-01,3.195585E-01
07:30:00,3.900105E+03,4.172077E+03,1.376603E-01,3.443946E-01
07:45:00,3.896683E+03,4.451794E+03,1.375396E-01,3.674848E-01
08:00:00,3.894242E+03,4.725230E+03,1.374534E-01,3.900565E-01
08:15:00,3.930961E+03,4.945440E+03,1.387495E-01,4.082345E-01
08:30:00,3.972512E+03,5.141866E+03,1.402159E-01,4.244488E-01
08:45:00,4.017081E+03,5.322869E+03,1.417888E-01,4.393899E-01
09:00:00,4.064019E+03,5.492634E+03,1.434452E-01,4.534032E-01
09:15:00,4.087163E+03,5.674074E+03,1.442617E-01,4.683802E-01
09:30:00,4.109142E+03,5.844242E+03,1.450372E-01,4.824266E-01
09:45:00,4.130704E+03,6.004960E+03,1.457980E-01,4.956930E-01
10:00:00,4.151885E+03,6.156287E+03,1.465453E-01,5.081841E-01
10:15:00,4.158287E+03,6.296572E+03,1.467711E-01,5.197638E-01
10:30:00,4.163117E+03,6.427365E+03,1.469414E-01,5.305601E-01
10:45:00,4.166848E+03,6.548258E+03,1.470730E-01,5.405390E-01
11:00:00,4.169813E+03,6.639521E+03,1.471776E-01,5.480721E-01
11:15:00,4.171749E+03,6.723307E+03,1.472459E-01,5.549880E-01
11:30:00,4.173274E+03,6.776126E+03,1.472997E-01,5.593475E-01
11:45:00,4.174572E+03,6.812612E+03,1.473455E-01,5.623588E-01
12:00:00,4.175699E+03,6.858646E+03,1.473852E-01,5.661585E-01
12:15:00,4.176577E+03,6.908955E+03,1.474162E-01,5.703105E-01
12:30:00,4.177436E+03,6.981377E+03,1.474466E-01,5.762880E-01
12:45:00,4.178268E+03,7.065932E+03,1.474759E-01,5.832667E-01
13:00:00,4.179070E+03,7.159907E+03,1.475043E-01,5.910224E-01
13:15:00,4.180254E+03,7.261593E+03,1.475461E-01,5.994150E-01
13:30:00,4.181339E+03,7.370726E+03,1.475844E-01,6.084224E-01
13:45:00,4.182348E+03,7.504863E+03,1.476200E-01,6.194925E-01
14:00:00,4.183292E+03,7.650602E+03,1.476533E-01,6.315203E-01
14:15:00,4.183758E+03,7.799529E+03,1.476697E-01,6.438111E-01
14:30:00,4.184076E+03,7.971787E+03,1.476809E-01,6.580277E-01
14:45:00,4.184279E+03,8.132185E+03,1.476881E-01,6.712670E-01
15:00:00,4.184385E+03,8.282785E+03,1.476918E-01,6.836990E-01
15:15:00,4.177667E+03,8.447761E+03,1.474547E-01,6.973191E-01
15:30:00,4.169146E+03,8.590561E+03,1.471539E-01,7.091097E-01
15:45:00,4.159527E+03,8.713744E+03,1.468144E-01,7.192816E-01
16:00:00,4.149058E+03,8.827821E+03,1.464450E-01,7.287011E-01
16:15:00,4.119801E+03,8.935623E+03,1.454124E-01,7.376019E-01
16:30:00,4.086344E+03,9.028197E+03,1.442316E-01,7.452453E-01
16:45:00,4.050256E+03,9.111299E+03,1.429581E-01,7.521066E-01
17:00:00,4.012142E+03,9.171776E+03,1.416130E-01,7.571003E-01
17:15:00,3.958228E+03,9.224430E+03,1.397103E-01,7.614483E-01
17:30:00,3.903337E+03,9.251841E+03,1.377732E-01,7.637126E-01
17:45:00,3.847540E+03,9.247449E+03,1.358041E-01,7.633517E-01
18:00:00,3.791065E+03,9.208497E+03,1.338111E-01,7.601378E-01
18:15:00,3.739300E+03,9.118511E+03,1.319844E-01,7.527109E-01
18:30:00,3.688295E+03,8.986647E+03,1.301845E-01,7.418267E-01
18:45:00,3.637660E+03,8.792360E+03,1.283977E-01,7.257895E-01
19:00:00,3.587272E+03,8.516467E+03,1.266195E-01,7.030157E-01
19:15:00,3.565576E+03,8.140419E+03,1.258540E-01,6.719742E-01
19:30:00,3.545696E+03,7.730897E+03,1.251525E-01,6.381690E-01
19:45:00,3.526937E+03,7.342637E+03,1.244905E-01,6.061189E-01
20:00:00,3.508942E+03,7.016942E+03,1.238553E-01,5.792332E-01
20:15:00,3.498037E+03,6.764050E+03,1.234704E-01,5.583573E-01
20:30:00,3.489791E+03,6.554155E+03,1.231793E-01,5.410306E-01
20:45:00,3.483254E+03,6.363480E+03,1.229484E-01,5.252906E-01
21:00:00,3.478135E+03,6.183538E+03,1.227677E-01,5.104365E-01
21:15:00,3.486016E+03,5.993355E+03,1.230458E-01,4.947371E-01
21:30:00,3.500299E+03,5.800557E+03,1.235498E-01,4.788219E-01
21:45:00,3.518745E+03,5.607635E+03,1.242007E-01,4.628965E-01
22:00:00,3.540376E+03,5.415886E+03,1.249642E-01,4.470681E-01
22:15:00,3.577655E+03,5.216474E+03,1.262799E-01,4.306071E-01
22:30:00,3.618173E+03,5.021906E+03,1.277099E-01,4.145460E-01
22:45:00,3.661068E+03,4.833286E+03,1.292238E-01,3.989758E-01
23:00:00,3.705737E+03,4.651247E+03,1.308004E-01,3.839488E-01
23:15:00,3.747049E+03,4.479675E+03,1.322584E-01,3.697856E-01
23:30:00,3.788094E+03,4.314661E+03,1.337070E-01,3.561638E-01
23:45:00,3.829162E+03,4.155485E+03,1.351564E-01,3.430239E-01
24:00:00,3.870305E+03,4.001829E+03,1.366085E-01,3.303398E-01
Peak,4.184385E+03,9.251841E+03,1.476918E-01,7.637126E-01

Peak Vol Flow (m3/s),,,1.276548E-01,6.601014E-01
