Time,LIVING_UNIT1:SACRAMENTO METROPOLITAN AP ANN HTG 99.6% CONDNS DB:Des Heat Load [W],LIVING_UNIT1:SACRAMENTO METROPOLITAN AP ANN CLG .4% CONDNS DB=>MWB:Des Sens Cool Load [W],LIVING_UNIT1:SACRAMENTO METROPOLITAN AP ANN HTG 99.6% CONDNS DB:Des Heat Mass Flow [kg/s],LIVING_UNIT1:SACRAMENTO METROPOLITAN AP ANN CLG .4% CONDNS DB=>MWB:Des Cool Mass Flow [kg/s]
00:15:00,6.213785E+03,2.885991E+03,2.192955E-01,2.382500E-01
00:30:00,6.236465E+03,2.748604E+03,2.200958E-01,2.269079E-01
00:45:00,6.258789E+03,2.613555E+03,2.208835E-01,2.157588E-01
01:00:00,6.280967E+03,2.480453E+03,2.216660E-01,2.047705E-01
01:15:00,6.293169E+03,2.360848E+03,2.220965E-01,1.948964E-01
01:30:00,6.303702E+03,2.246369E+03,2.224682E-01,1.854469E-01
01:45:00,6.313369E+03,2.136723E+03,2.228093E-01,1.763964E-01
02:00:00,6.322459E+03,2.031802E+03,2.231300E-01,1.677360E-01
02:15:00,6.328999E+03,1.932333E+03,2.233608E-01,1.595254E-01
02:30:00,6.334968E+03,1.836611E+03,2.235714E-01,1.516229E-01
02:45:00,6.340626E+03,1.744276E+03,2.237711E-01,1.440000E-01
03:00:00,6.346048E+03,1.655347E+03,2.239624E-01,1.366581E-01
03:15:00,6.350990E+03,1.568500E+03,2.241368E-01,1.294882E-01
03:30:00,6.355733E+03,1.483429E+03,2.243041E-01,1.224649E-01
03:45:00,6.360321E+03,1.400030E+03,2.244660E-01,1.155797E-01
04:00:00,6.364766E+03,1.318279E+03,2.246229E-01,1.088305E-01
04:15:00,6.363149E+03,1.245661E+03,2.245658E-01,1.028353E-01
04:30:00,6.360009E+03,1.177411E+03,2.244550E-01,9.720076E-02
04:45:00,6.356006E+03,1.112990E+03,2.243138E-01,9.188236E-02
05:00:00,6.351324E+03,1.052256E+03,2.241486E-01,8.686836E-02
05:15:00,6.337680E+03,1.016826E+03,2.236671E-01,8.394327E-02
05:30:00,6.322158E+03,1.056669E+03,2.231194E-01,8.723245E-02
05:45:00,6.305566E+03,1.215641E+03,2.225340E-01,1.003571E-01
06:00:00,6.288155E+03,1.496578E+03,2.219197E-01,1.235512E-01
06:15:00,6.273328E+03,1.875499E+03,2.213965E-01,1.548334E-01
06:30:00,6.259277E+03,2.283941E+03,2.209007E-01,1.885511E-01
06:45:00,6.245359E+03,2.664429E+03,2.204096E-01,2.199596E-01
07:00:00,6.231434E+03,3.002496E+03,2.199183E-01,2.478645E-01
07:15:00,6.229668E+03,3.292373E+03,2.198561E-01,2.717916E-01
07:30:00,6.229004E+03,3.555361E+03,2.198328E-01,2.934997E-01
07:45:00,6.228902E+03,3.799656E+03,2.198292E-01,3.136652E-01
08:00:00,6.229180E+03,4.034231E+03,2.198390E-01,3.330285E-01
08:15:00,6.267019E+03,4.220114E+03,2.211744E-01,3.483726E-01
08:30:00,6.307985E+03,4.393794E+03,2.226199E-01,3.627093E-01
08:45:00,6.350479E+03,4.561866E+03,2.241191E-01,3.765832E-01
09:00:00,6.394112E+03,4.725671E+03,2.256584E-01,3.901050E-01
09:15:00,6.413731E+03,4.903756E+03,2.263501E-01,4.048057E-01
09:30:00,6.432236E+03,5.071428E+03,2.270026E-01,4.186472E-01
09:45:00,6.450457E+03,5.227357E+03,2.276452E-01,4.315195E-01
10:00:00,6.468544E+03,5.370065E+03,2.282831E-01,4.433004E-01
10:15:00,6.472304E+03,5.509125E+03,2.284155E-01,4.547807E-01
10:30:00,6.475044E+03,5.634371E+03,2.285120E-01,4.651203E-01
10:45:00,6.477301E+03,5.744764E+03,2.285916E-01,4.742339E-01
11:00:00,6.479228E+03,5.841149E+03,2.286595E-01,4.821917E-01
11:15:00,6.480521E+03,5.911321E+03,2.287051E-01,4.879853E-01
11:30:00,6.481729E+03,5.970463E+03,2.287476E-01,4.928683E-01
11:45:00,6.482853E+03,6.027626E+03,2.287873E-01,4.975887E-01
12:00:00,6.483905E+03,6.088892E+03,2.288244E-01,5.026477E-01
12:15:00,6.484788E+03,6.179346E+03,2.288556E-01,5.101170E-01
12:30:00,6.485712E+03,6.290457E+03,2.288883E-01,5.192924E-01
12:45:00,6.486648E+03,6.422270E+03,2.289213E-01,5.301761E-01
13:00:00,6.487587E+03,6.577645E+03,2.289545E-01,5.430060E-01
13:15:00,6.488938E+03,6.758204E+03,2.290022E-01,5.579156E-01
13:30:00,6.490223E+03,6.961935E+03,2.290475E-01,5.747378E-01
13:45:00,6.491463E+03,7.183814E+03,2.290913E-01,5.930634E-01
14:00:00,6.492666E+03,7.417989E+03,2.291337E-01,6.124041E-01
14:15:00,6.493424E+03,7.652503E+03,2.291604E-01,6.317716E-01
14:30:00,6.494072E+03,7.878699E+03,2.291833E-01,6.504524E-01
14:45:00,6.494641E+03,8.089717E+03,2.292033E-01,6.678721E-01
15:00:00,6.495147E+03,8.280097E+03,2.292211E-01,6.835827E-01
15:15:00,6.489305E+03,8.450580E+03,2.290149E-01,6.976498E-01
15:30:00,6.482249E+03,8.593856E+03,2.287660E-01,7.094683E-01
15:45:00,6.474536E+03,8.708663E+03,2.284938E-01,7.189381E-01
16:00:00,6.466375E+03,8.793938E+03,2.282059E-01,7.259720E-01
16:15:00,6.440744E+03,8.875713E+03,2.273015E-01,7.327169E-01
16:30:00,6.412278E+03,8.938699E+03,2.262971E-01,7.379131E-01
