Time,CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 1:Des Tot Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Heat Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Cool Mass Flow [kg/s],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Sens Cool Cap [W],CENTRAL SYSTEM_UNIT1:DesPer 2:Des Tot Cool Cap [W]
00:15:00,2.192955E-01,6.123276E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.382500E-01,2.843954E+03,3.227126E+03
00:30:00,2.200958E-01,6.145626E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.269079E-01,2.708569E+03,3.083337E+03
00:45:00,2.208835E-01,6.167624E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.157588E-01,2.575486E+03,2.941946E+03
01:00:00,2.216660E-01,6.189479E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,2.047705E-01,2.444323E+03,2.802576E+03
01:15:00,2.220965E-01,6.201504E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.948964E-01,2.326460E+03,2.676488E+03
01:30:00,2.224682E-01,6.211883E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.854469E-01,2.213648E+03,2.554250E+03
01:45:00,2.228093E-01,6.221409E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.763964E-01,2.105598E+03,2.439195E+03
02:00:00,2.231300E-01,6.230367E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.677360E-01,2.002206E+03,2.328772E+03
02:15:00,2.233608E-01,6.236811E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.595254E-01,1.904187E+03,2.223933E+03
02:30:00,2.235714E-01,6.242694E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.516229E-01,1.809859E+03,2.122477E+03
02:45:00,2.237711E-01,6.248269E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.440000E-01,1.718869E+03,2.024126E+03
03:00:00,2.239624E-01,6.253612E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.366581E-01,1.631235E+03,1.929045E+03
03:15:00,2.241368E-01,6.258483E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.294882E-01,1.545653E+03,1.835768E+03
03:30:00,2.243041E-01,6.263156E+03,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,0.000000E+00,1.224649E-01,1.461822E+03,1.743956E+03
